U00,Ruling Cabinet - Start,Name,Start Year,End Year,Retirement Year,Ideology,Personality,Loyalty,Picturename,X
921065,Chief of Staff,Karol Swierczewski,1936,1964,1999,0,School of Fire Support,Medium,M13028,x
921066,Chief of Staff,Aleksandras Guzevicius,1941,1964,1999,0,School of Defence,Medium,M28030,x
921067,Chief of Staff,Pawel Lew Marek,1936,1964,1999,2,School of Psychology,Medium,kaiserreich plmarek,x
921068,Chief of Staff,Herman Lieberman,1938,1964,1999,3,School of Psychology,Medium,M13027,x
921069,Chief of Staff,Tadeusz Kutrzeba,1936,1964,1999,5,School of Manoeuvre,High,L8070,x
921070,Chief of Staff,Juoza Barzda-Bradauskas,1936,1964,1999,6,School of Psychology,Medium,M28017,x
921071,Chief of Staff,Antoni Szylling,1936,1964,1999,6,School of Defence,High,L8140,x
921072,Chief of Staff,Wladyslaw Bortnowski,1936,1964,1999,6,School of Fire Support,High,L8008,x
921073,Chief of Staff,Jonas Cernius,1936,1964,1999,7,School of Manoeuvre,High,M28014,x
921074,Chief of Staff,Marian Januszajtis-¯egota,1936,1964,1999,9,School of Psychology,Medium,kaiserreich mjanuszajtiszegota,x
921075,Chief of Staff,Stasys Rastikis,1936,1964,1999,7,School of Fire Support,Medium,M28008,x
921085,Chief of Army,Karol Swierczewski,1936,1964,1999,0,Decisive Battle doctrine,Medium,M13028,x
921086,Chief of Army,Jurgis Terleckas,1936,1964,1999,0,Guns and Butter Doctrine,Medium,M28098,x
921087,Chief of Army,Pawel Lew Marek,1936,1964,1999,2,Guns and Butter Doctrine,Very high,kaiserreich plmarek,x
921088,Chief of Army,Wladyslaw Anders,1936,1964,1999,5,Decisive Battle Doctrine,Medium,M13125,x
921089,Chief of Army,Wladyslaw Bortnowski,1936,1964,1999,6,Static Defence Doctrine,High,L8008,x
921090,Chief of Army,Antoni Szylling,1936,1964,1999,6,Elastic Defence Doctrine,High,L8140,x
921091,Chief of Army,Stanislaw Maczek,1936,1964,1999,6,Armoured Spearhead Doctrine,High,L8075,x
921092,Chief of Army,Kazys Musteikis,1936,1964,1999,6,Guns and Butter Doctrine,Medium,M28125,x
921093,Chief of Army,Marian Januszajtis-¯egota,1936,1964,1999,9,elastic defence doctrine,Medium,kaiserreich mjanuszajtiszegota,x
921094,Chief of Army,Wladyslaw Sikorski,1936,1964,1999,7,Guns and Butter Doctrine,Medium,M13043,x
921104,Chief of Navy,Adam Mohuczy,1936,1964,1999,1,Base Control Doctrine,Medium,kaiserreich amohuczy,x
921105,Chief of Navy,Tadeusz Morgenstern-Podjazd,1938,1964,1999,3,Open Seas Doctrine,Medium,unknown,x
921116,Chief of Air Force,Aleksandras Guzevicius,1936,1964,1999,0,Vertical Envelopment Doctrine,Medium,M28030,x
921117,Chief of Air Force,Juozas Baukarskas,1945,1964,1999,0,Army Aviation Doctrine,Medium,M28145,x
921118,Chief of Air Force,Witold Urbanowicz,1939,1964,1999,5,Air Superiority Doctrine,Medium,kaiserriech wurbanowicz,x
921119,Chief of Air Force,Stanislaw Pawluc,1939,1964,1999,6,Vertical Envelopment Doctrine,Medium,M13135,x
921120,Chief of Air Force,Wladyslaw Kalkus,1938,1964,1999,7,Air Superiority Doctrine,Medium,M13136,x
921121,Chief of Air Force,Ludomil Rayski,1936,1964,1999,7,Army Aviation Doctrine,Medium,M13134,
