U27,Ruling Cabinet - Start,Name,Start Year,End Year,Retirement Year,Ideology,Personality,Loyalty,Picturename,X
790799,Chief of Air Force,Romulo Frias,1939,1964,1999,3,Air Superiority Doctrine,High,M39130,x
790800,Chief of Air Force,Manuel Montero y Tirada,1943,1964,1999,6,Naval Aviation Doctrine,Medium,M39131,x
790801,Chief of Air Force,Fernando M. Quesada Blanco,1944,1964,1999,5,Carpet Bombing Doctrine,Medium,M39020,x
790802,Chief of Air Force,Luis Navarreté,1945,1964,1999,5,Naval Aviation Doctrine,High,M39124,x
790803,Chief of Air Force,Alberto Lopez Flores,1945,1964,1999,3,Vertical Envelopment Doctrine,Medium,M39030,x
790804,Chief of Air Force,Eduardo Cantabria Gomez,1947,1964,1999,3,Army Aviation Doctrine,Medium,M39023,x
790805,Head of Government,Alberto Rey de Castro,1936,1964,1999,6,Old General,High,M39137,x
790806,Head of Government,José Alcamora,1947,1964,1999,5,Corporate Suit,High,M39138,x
790807,Foreign Minister,Cesar de la Fuente,1936,1964,1999,6,General Staffer,Medium,L260004,x
790808,Head of State,José de la Riva Agüero,1936,1964,1999,8,Stern Imperialist,High,M39011,x
790809,Head of Government,José de la Riva Agüero,1936,1964,1999,8,Old Admiral,High,M39011,x
790810,Foreign Minister,Felipe Tudela,1936,1964,1999,8,The Cloak N Dagger Schemer,Medium,M39013,x
790811,Head of State,Lodovico Rovino Morales,1936,1964,1999,0,Benevolent Gentleman,High,M39021,x
790812,Head of Government,Lodovico Rovino Morales,1936,1964,1999,0,old airmarshal,High,M39021,x
790813,Foreign Minister,Eduardo Cantabria Gomez,1936,1964,1999,1,Great Compromiser,Medium,M39023,x
790814,Head of State,Manuel Odria Amoretti,1948,1964,1999,7,Resigned Generalissimo,High,L260017,x
790815,Head of Government,Alberto Roque Saldías,1947,1964,1999,6,Old Admiral,High,M39069,x
790816,Head of Government,Armando Reveredo Iglesias,1948,1964,1999,5,old airmarshal,High,M39142,x
790817,Head of Government,Alberto Zenon Agüero,1948,1964,1999,7,Old General,High,L260016,x
790818,Chief of Staff,Alberto Zenon Agüero,1948,1964,1999,6,School of Psychology,Medium,L260016,x
790819,Chief of Staff,Nicolas Lindley Lopez,1950,1964,1999,7,School of Manoeuvre,Medium,L260036,x
790820,Chief of Army,Manuel Odria Amoretti,1948,1964,1999,6,Elastic Defence Doctrine,Medium,L260017,x
790821,Chief of Army,Riccardo Perez Godoy,1950,1964,1999,7,Armoured Spearhead Doctrine,Medium,L260020,x
790822,Minister of Armament,Armando Reveredo Iglesias,1950,1964,1999,6,Military Entrepreneur,Medium,M39142,x
790823,Minister of Security,Rocas Sanchez Mapás,1951,1964,1999,7,Efficient Sociopath,Low,M39149,x
790824,Head of State,Luis Miguel Sánchez Cerro,1936,1964,1999,8,Benevolent Gentleman,High,Kaiserreich Luis Miguel Sánchez Cerro,x
790825,Head of State,Jose Tejada Sorzano,1936,1964,1999,4,Weary Stiffneck,High,M43001,x
790826,Head of Government,Jose Tejada Sorzano,1936,1964,1999,4,Smiling Oilman,High,M43001,x
790827,Foreign Minister,José Maria Gutierrez,1936,1964,1999,4,Iron Fisted Brute,High,M43003,x
790828,Minister of Armament,Moritz Hochschild,1936,1964,1999,4,laissez-faire capitalist,Medium,M43004,x
790829,Minister of Security,José Santos Quinteros,1936,1964,1999,4,Compassionate Gentleman,High,M43005,x
790830,Head of Military Intelligence,Carlos Altamirano,1936,1964,1999,4,Dismal Enigma,Medium,M43006,x
790831,Chief of Staff,Gualberto Villarroel Lopez,1936,1964,1999,4,School of Fire Support,Very Low,M43007,x
790832,Chief of Army,Hans Kundt,1936,1964,1999,4,Decisive Battle Doctrine,Medium,M43008,x
790833,Chief of Navy,Gil Ibarra Juarez,1936,1964,1999,4,Indirect Approach Doctrine,Medium,M43009,x
790834,Chief of Air Force,Hector Bilbao Roja,1936,1964,1999,4,Army Aviation Doctrine,Medium,M43010,x
790835,Head of State,Enrique Finot,1936,1964,1999,3,Pig-headed Isolationist,High,M43031,x
790836,Head of State,German Busch Beccera,1937,1964,1999,3,Popular Figurehead,High,M43032,x
790837,Head of State,Rafael Franco Rafél,1936,1964,1999,4,Benevolent Gentleman,High,M43033,x
790838,Head of State,Waldo Belmonte Pool,1938,1964,1999,4,Insignificant Layman,High,M43034,x
790839,Head of State,Néstor Guillén Olmos,1944,1964,1999,4,Autocratic Charmer,High,M43035,x
790840,Head of State,Abadon Saavedra Mallea,1936,1964,1999,6,Stern Imperialist,High,M43036,x
790841,Head of State,Carlos Quintanilla Quiroga,1938,1964,1999,6,Resigned Generalissimo,High,M43037,x
790842,Head of State,Simon I. Patino,1940,1964,1999,6,Powerhungry Demagogue,High,M43038,x
790843,Head of State,Tomas Monje Gutierrez,1945,1964,1999,6,Ruthless Powermonger,High,M43039,x
790844,Head of State,Eusebio Ayala,1936,1964,1999,2,Barking Buffoon,High,M43040,x
790845,Head of State,Gualberto Villarroel Lopez,1936,1964,1999,9,Resigned Generalissimo,High,M43007,x
790846,Head of State,Victor Paz Estenssorro,1946,1964,1999,3,Powerhungry Demagogue,High,M43042,x
790847,Head of State,Guillermo Lora,1936,1964,1999,1,Insignificant Layman,High,M43021,x
790848,Head of State,Daniel Sanchez Bustamante,1936,1964,1999,0,Autocratic Charmer,High,M43023,x
790849,Head of State,Enrique Penaranda Castillo,1939,1964,1999,7,Stern Imperialist,High,M43045,x
790850,Head of State,German Butron,1936,1964,1999,8,Resigned Generalissimo,High,M43011,x
790851,Head of State,Edwin Möller,1944,1964,1999,8,Popular Figurehead,High,M43015,x
790852,Head of Government,David Toro Ruilova,1936,1964,1999,2,Old General,High,M43048,x
790853,Head of Government,German Busch Beccera,1937,1964,1999,3,Naive Optimist,High,M43032,x
790854,Head of Government,Abadon Saavedra Mallea,1936,1964,1999,6,Flamboyant Tough Guy,High,M43036,x
790855,Head of Government,Carlos Quintanilla Quiroga,1938,1964,1999,6,Old General,High,M43037,x
790856,Head of Government,Simon I. Patino,1940,1964,1999,6,Corporate Suit,High,M43038,x
790857,Head of Government,Enrique Hertzog Garaizabal,1945,1964,1999,6,Silent Workhorse,High,M43053,x
790858,Head of Government,Rafael Franco Rafél,1936,1964,1999,2,Naive Optimist,High,M43033,x
790859,Head of Government,Waldo Belmonte Pool,1939,1964,1999,4,Happy Amateur,High,M43034,x
790860,Head of Government,Julian Montellano Carrasco,1944,1964,1999,4,Political Protege,High,M43056,x
790861,Head of Government,Eusebio Ayala,1936,1964,1999,2,Ambitious Union Boss,High,M43040,x
790862,Head of Government,Gualberto Villarroel Lopez,1936,1964,1999,9,Old General,High,M43007,x
790863,Head of Government,Victor Paz Estenssorro,1946,1964,1999,2,Corporate Suit,High,M43042,x
790864,Head of Government,Guillermo Lora,1936,1964,1999,1,Happy Amateur,High,M43021,x
790865,Head of Government,Daniel Sanchez Bustamante,1936,1964,1999,0,Political Protege,High,M43023,x
790866,Head of Government,Enrique Penaranda Castillo,1938,1964,1999,7,Flamboyant Tough Guy,High,M43045,x
790867,Head of Government,Jorge Patinos,1943,1964,1999,7,Corporate Suit,High,M43063,x
790868,Head of Government,German Butron,1936,1964,1999,8,Old General,High,M43011,x
790869,Head of Government,Edwin Möller,1944,1964,1999,8,Corporate Suit,High,M43015,x
790870,Foreign Minister,Luis Guachalla Solares,1936,1964,1999,3,Great Compromiser,High,M43066,x
790871,Foreign Minister,Enrique Baldivieso Aparicio,1937,1964,1999,3,General Staffer,Medium,M43067,x
790872,Foreign Minister,Carlos Salinas Aramayo,1938,1964,1999,3,The Cloak N Dagger Schemer,Medium,M43068,x
790873,Foreign Minister,Jose Tejada Sorzano,1936,1964,1999,4,Great Compromiser,Medium,M43001,x
790874,Foreign Minister,Rafael Franco Rafél,1936,1964,1999,4,General Staffer,Medium,M43033,x
790875,Foreign Minister,Francesco Pierini,1938,1964,1999,4,Biased Intellectual,Medium,M43071,x
790876,Foreign Minister,Tomas Manuel Elío,1943,1964,1999,4,Great Compromiser,Low,M43072,x
790877,Foreign Minister,Enrique Hertzog Garaizabal,1946,1964,1999,4,Apologetic Clerk,Medium,M43053,x
790878,Foreign Minister,Abadon Saavedra Mallea,1936,1964,1999,6,Apologetic Clerk,High,M43036,x
790879,Foreign Minister,Hugo Ballivián Rojas,1947,1964,1999,6,General Staffer,Medium,M43077,x
790880,Foreign Minister,Alberto Ostria Gutierrez,1939,1964,1999,7,Apologetic Clerk,Medium,M43075,x
790881,Foreign Minister,Eduardo Anze Matienzo,1942,1964,1999,7,The Cloak N Dagger Schemer,High,M43076,x
790882,Foreign Minister,Tomas Manuel Elío,1943,1964,1999,7,Great Compromiser,Low,M43072,x
790883,Foreign Minister,Juan Mechin,1936,1964,1999,8,The Cloak N Dagger Schemer,High,M43013,x
790884,Foreign Minister,Fabian Vaca Chavez,1940,1964,1999,7,Biased Intellectual,Low,M43082,x
790885,Foreign Minister,Simon I. Patino,1939,1964,1999,8,The Cloak N Dagger Schemer,Medium,M43038,x
790886,Foreign Minister,German Butron,1944,1964,1999,8,Ideological Crusader,Low,M43011,x
790887,Foreign Minister,Alberto Diez de Medina,1936,1964,1999,2,Biased Intellectual,Medium,M43086,x
790888,Foreign Minister,Victor Paz Estenssorro,1936,1964,1999,2,Biased Intellectual,Medium,M43042,x
790889,Foreign Minister,José Franz Tamayo,1936,1964,1999,2,Ideological Crusader,Medium,M43088,x
790890,Foreign Minister,Enrique Baldivieso Aparicio,1936,1964,1999,2,General Staffer,Medium,M43067,x
790891,Foreign Minister,Gustavo Chacón Morales,1936,1964,1999,2,The Cloak N Dagger Schemer,Medium,M43090,x
790892,Foreign Minister,José Pinto Sanchez,1936,1964,1999,2,Iron Fisted Brute,Medium,M43091,x
790893,Foreign Minister,Aniceto Solares,1936,1964,1999,2,Great Compromiser,Medium,M43092,x
790894,Foreign Minister,Daniel Sanchez Bustamante,1936,1964,1999,1,Iron Fisted Brute,Low,M43023,x
790895,Foreign Minister,Roberto Hinojosa,1936,1964,1999,1,Apologetic Clerk,High,M43024,x
790896,Minister of Armament,Enrique Finot,1936,1964,1999,3,Air Superiority Proponent,Medium,M43031,x
790897,Minister of Armament,Francesco Pierini,1938,1964,1999,4,Tank Proponent,Medium,M43071,x
790898,Minister of Armament,Hector Bilbao Roja,1939,1964,1999,4,Air to Ground Proponent,Medium,M43010,x
790899,Minister of Armament,Abadon Saavedra Mallea,1940,1964,1999,4,Air to Sea Proponent,High,M43036,x
790900,Minister of Armament,Adolfo Costa du Reis,1941,1964,1999,4,Military Entrepreneur,Medium,M43101,x
790901,Minister of Armament,Néstor Guillén Olmos,1943,1964,1999,4,Resource Industrialist,Medium,M43035,x
790902,Minister of Armament,Julian Montellano Carrasco,1946,1964,1999,4,Administrative Genius,Medium,M43056,x
790903,Minister of Armament,Abadon Saavedra Mallea,1939,1964,1999,6,Theoretical Scientist,Medium,M43036,x
790904,Minister of Armament,Simon I. Patino,1940,1964,1999,6,Resource Industrialist,Medium,M43038,x
790905,Minister of Armament,Mario Torres,1945,1964,1999,6,Corrupt Kleptocrat,High,M43014,x
790906,Minister of Armament,David Toro Ruilova,1940,1964,1999,7,Corrupt Kleptocrat,Medium,M43048,x
790907,Minister of Armament,Carlos Salinas Aramayo,1941,1964,1999,7,Military Entrepreneur,Medium,M43068,x
790908,Minister of Armament,Fabian Vaca Chavez,1942,1964,1999,7,Air to Sea Proponent,Low,M43082,x
790909,Minister of Armament,Hugo Ballivián Rojas,1943,1964,1999,7,Infantry Proponent,Medium,M43077,x
790910,Minister of Armament,Mario Torres,1936,1964,1999,8,Corrupt Kleptocrat,High,M43014,x
790911,Minister of Armament,Alberto Ostria Gutierrez,1938,1964,1999,7,Air to Ground Proponent,Medium,M43075,x
790912,Minister of Armament,Jorge Patinos,1940,1964,1999,7,Resource Industrialist,Medium,M43063,x
790913,Minister of Armament,Gil Ibarra Juarez,1943,1964,1999,8,Submarine Proponent,Medium,M43009,x
790914,Minister of Armament,Eusebio Ayala,1936,1964,1999,2,Battle Fleet Proponent,Medium,M43040,x
790915,Minister of Armament,Walter Guevera,1936,1964,1999,2,Theoretical Scientist,High,M43096,x
790916,Minister of Armament,Enrique Baldivieso Aparicio,1936,1964,1999,2,Resource Industrialist,Medium,M43067,x
790917,Minister of Armament,Julian Montellano Carrasco,1936,1964,1999,2,Administrative Genius,Medium,M43056,x
790918,Minister of Armament,Alberto Diez de Medina,1946,1964,1999,2,Corrupt Kleptocrat,Medium,M43086,x
790919,Minister of Armament,Victor Paz Estenssorro,1947,1964,1999,2,Resource Industrialist,Medium,M43042,x
790920,Minister of Armament,Roberto Hinojosa,1936,1964,1999,1,Infantry Proponent,High,M43024,x
790921,Minister of Armament,Werner Guttenberg,1936,1964,1999,0,Strategic Air Proponent,Medium,M43123,x
790922,Minister of Security,José Franz Tamayo,1936,1964,1999,3,Crime Fighter,Medium,M43088,x
790923,Minister of Security,Florian Zambrana,1938,1964,1999,3,Efficient Sociopath,Low,M43125,x
790924,Minister of Security,Salvator Morales Jauregi,1936,1964,1999,4,Man of the People,Medium,M43126,x
790925,Minister of Security,Felix A. Arromayo,1939,1964,1999,4,Silent Lawyer,Medium,M43127,x
790926,Minister of Security,Carlos Salinas Aramayo,1943,1964,1999,4,Back Stabber,Medium,M43068,x
790927,Minister of Security,Mamerto Urriolagitea Harriaque,1946,1964,1999,4,Prince of Terror,Medium,M43129,x
790928,Minister of Security,Felix A. Arromayo,1936,1964,1999,6,Silent Lawyer,Medium,M43127,x
790929,Minister of Security,José Santos Quinteros,1939,1964,1999,6,Compassionate Gentleman,High,M43005,x
790930,Minister of Security,Eduardo Anze Matienzo,1944,1964,1999,6,Crooked Kleptocrat,High,M43076,x
790931,Minister of Security,Fabian Vaca Chavez,1945,1964,1999,6,Prince of Terror,Low,M43082,x
790932,Minister of Security,Carlos Blanco Galindo,1947,1964,1999,6,Crooked Kleptocrat,Medium,M43134,x
790933,Minister of Security,Moritz Hochschild,1939,1964,1999,7,Compassionate Gentleman,Medium,M43004,x
790934,Minister of Security,Simon I. Patino,1940,1964,1999,7,Crime Fighter,Medium,M43038,x
790935,Minister of Security,Alberto Ostria Gutierrez,1942,1964,1999,7,Back Stabber,Medium,M43075,x
790936,Minister of Security,Carlos Salinas Aramayo,1943,1964,1999,7,Prince of Terror,Medium,M43068,x
790937,Minister of Security,Edwin Möller,1936,1964,1999,8,Prince of Terror,High,M43015,x
790938,Minister of Security,Victor Paz Estenssorro,1936,1964,1999,2,Man of the People,Medium,M43042,x
790939,Minister of Security,Luis Guachalla Solares,1936,1964,1999,2,Back Stabber,High,M43066,x
790940,Minister of Security,Walter Guevera,1936,1964,1999,2,Prince of Terror,High,M43096,x
790941,Minister of Security,Alberto Diez de Medina,1936,1964,1999,2,Crooked Kleptocrat,Medium,M43086,x
790942,Minister of Security,Enrique Baldivieso Aparicio,1946,1964,1999,2,Efficient Sociopath,Medium,M43067,x
790943,Minister of Security,Gunnar Mendoza Loza,1947,1964,1999,2,Compassionate Gentleman,Medium,M43146,x
790944,Minister of Security,Juan Lechin Oquendo,1936,1964,1999,0,Back Stabber,Medium,M43025,x
790945,Head of Military Intelligence,Victor Paz Estenssorro,1936,1964,1999,3,Political Specialist,Medium,M43042,x
790946,Head of Military Intelligence,José Maria Gutierrez,1936,1964,1999,4,Industrial Specialist,High,M43003,x
790947,Head of Military Intelligence,Francesco Pierini,1943,1964,1999,4,Political Specialist,Medium,M43071,x
790948,Head of Military Intelligence,Aniceto Solares,1946,1964,1999,4,Dismal Enigma,Medium,M43092,x
790949,Head of Military Intelligence,Carlos Victor Arramayo,1936,1964,1999,6,Technical Specialist,Very High,M43068,x
790950,Head of Military Intelligence,Eduardo Anze Matienzo,1939,1964,1999,6,Political Specialist,High,M43076,x
790951,Head of Military Intelligence,Simon I. Patino,1944,1964,1999,6,Industrial Specialist,Medium,M43038,x
790952,Head of Military Intelligence,Juan Lopez y Lopez,1945,1964,1999,6,Logistics Specialist,Medium,M43156,x
790953,Head of Military Intelligence,José Santos Quinteros,1940,1964,1999,7,Dismal Enigma,High,M43005,x
790954,Head of Military Intelligence,Juan Sanjines,1936,1964,1999,8,Industrial Specialist,Medium,M43016,x
790955,Head of Military Intelligence,Alberto Ostria Gutierrez,1943,1964,1999,8,Dismal Enigma,Medium,M43075,x
790956,Head of Military Intelligence,Fabian Vaca Chavez,1943,1964,1999,7,Naval Intelligence Specialist,Medium,M43082,x
790957,Head of Military Intelligence,Alberto Diez de Medina,1936,1964,1999,2,Technical Specialist,Medium,M43086,x
790958,Head of Military Intelligence,Walter Guevera,1946,1964,1999,2,Technical Specialist,High,M43096,x
790959,Head of Military Intelligence,Guillermo Lora,1936,1964,1999,0,Logistics Specialist,Very Low,M43021,x
790960,Head of Military Intelligence,Werner Guttenberg,1936,1964,1999,0,Logistics Specialist,Medium,M43123,x
790961,Head of Military Intelligence,Luis Guachalla Solares,1936,1964,1999,1,Political Specialist,High,M43066,x
790962,Chief of Staff,German Busch Beccera,1936,1964,1999,3,School of Manoeuvre,Low,M43032,x
790963,Chief of Staff,Waldo Belmonte Pool,1936,1964,1999,4,School of Psychology,Medium,M43034,x
790964,Chief of Staff,Carlos Quintanilla Quiroga,1936,1964,1999,6,School of Defence,Medium,M43037,x
