U25,Ruling Cabinet - Start,Name,Start Year,End Year,Retirement Year,Ideology,Personality,Loyalty,Picturename,X
151246180,Foreign Minister,Edgar Keksz,1936,1964,1999,7,Iron Fisted Brute,Medium,M21073,x
151246181,Foreign Minister,Endre Bajcsy-Zsilinszky,1936,1964,1999,7,General Staffer,Medium,M21074,x
151246182,Foreign Minister,Francois Deak,1936,1964,1999,6,Apologetic Clerk,Medium,M21076,x
151246183,Foreign Minister,Ferenc Nagy,1936,1964,1999,6,Great Compromiser,High,M21012,x
151246184,Foreign Minister,János Gyöngyösi,1936,1964,1999,6,Great Compromiser,Medium,M21013,x
151246185,Minister of Armament,Imre Oltványi,1936,1964,1999,7,Administrative Genius,Medium,M21086,x
151246186,Minister of Armament,Edgar Keksz,1936,1964,1999,7,Corrupt Kleptocrat,Medium,M21073,x
151246187,Minister of Armament,Etienne de Winchkler,1936,1964,1999,7,Resource Industrialist,Medium,M21088,x
151246188,Minister of Armament,Albert Apponyi,1936,1964,1999,6,Strategic Air Proponent,Medium,M21090,x
151246189,Minister of Armament,Miklos Olgyay,1936,1964,1999,6,Resource Industrialist,Medium,M21014,x
151246190,Minister of Security,Edgar Keksz,1936,1964,1999,7,Crooked Kleptocrat,Medium,M21073,x
151246191,Minister of Security,Laszlo Baky,1936,1964,1999,7,Crime Fighter,Medium,M21105,x
151246192,Minister of Security,József Széll,1936,1964,1999,6,Efficient Sociopath,Medium,M21108,x
151246193,Minister of Security,Miklós Bonczos,1936,1964,1999,6,Silent Lawyer,Medium,M21109,x
151246194,Head of Military Intelligence,Edgar Keksz,1936,1964,1999,7,Naval Intelligence Specialist,Medium,M21073,x
151246195,Head of Military Intelligence,Ferenc Keresztes-Fischer,1936,1964,1999,7,Industrial Specialist,Medium,M21100,x
151246196,Head of Military Intelligence,Zoltán Tildy,1936,1964,1999,6,Dismal Enigma,Medium,M21011,x
151246197,Head of Military Intelligence,József Széll,1936,1964,1999,6,Political Specialist,Medium,M21108,x
151246198,Chief of Staff,Vilmos Röder,1936,1964,1999,7,School of Fire Support,Medium,M21135,x
151246199,Chief of Staff,János Vörös,1936,1964,1999,6,School of Manoeuvre,Medium,M21017,x
151246200,Chief of Army,Béla Miklós de Dalnók,1936,1964,1999,7,Static Defence Doctrine,NA,M21059,x
151246201,Chief of Army,Hugó Sónyi,1936,1964,1999,7,Decisive Battle Doctrine,Medium,M21146,x
151246202,Chief of Army,Ferenc Szombathelyi,1936,1964,1999,6,Static Defence Doctrine,High,M21148,x
151246203,Chief of Army,János Vörös,1936,1964,1999,6,Elastic Defence Doctrine,Medium,M21017,x
151246204,Chief of Navy,Edgar Keksz,1936,1964,1999,7,Base Control Doctrine,Medium,M21073,x
151246205,Chief of Navy,Otto I Habsburg,1936,1964,1999,7,Indirect Approach Doctrine,High,M21044,x
151246206,Chief of Navy,Francois Deak,1936,1964,1999,6,Power Projection Doctrine,High,M21076,x
151246207,Chief of Air Force,Kálmán Ternegg-Ratz,1936,1964,1999,7,Army Aviation Doctrine,Medium,M21163,x
151246208,Chief of Air Force,Ferenc Keresztes-Fischer,1936,1964,1999,7,Air Superiority Doctrine,High,M21100,x
151246209,Chief of Air Force,Béla Rákosi,1936,1964,1999,6,Vertical Envelopment Doctrine,Medium,M21020,x
151246210,Head of Government,Jakub Bojko,1936,1964,1999,6,Silent Workhorse,Medium,kaiserreich bojko,x
151246211,Head of Government,Julian Ignacy Nowak,1936,1964,1999,7,Happy Amateur,Medium,Kaiserreich julian nowak,x
151246212,Foreign Minister,Julian Ignacy Nowak,1936,1964,1999,7,Biased Intellectual,Medium,kaiserreich Julian Nowak,x
151246213,Foreign Minister,Wladyslaw Kiernik,1936,1964,1999,6,Apologetic Clerk,Medium,kaiserreich kiernik,x
151246214,Foreign Minister,Maurycy Zamoyski,1936,1964,1999,7,Biased Intellectual,Medium,kaiserreich M_zamoyski,x
151246215,Minister of Armament,Jan Tomasz Zamoyski,1936,1964,1999,7,laissez-faire capitalist,Medium,kaiserreich jt_zamoyski,x
151246216,Head of Military Intelligence,Henryk Sucharski,1936,1964,1999,6,Dismal Enigma,Very high,kaiserreich sucharski,x
151246217,Chief of Army,Jozef Haller von Hallenburg,1936,1964,1999,6,Guns and Butter Doctrine,High,hallenburg,x
151246218,Head of Government,Vladimir Laxa,1936,1964,1999,7,Old General,High,M30017,x
151246219,Foreign Minister,Alojzije Stepinac,1936,1964,1999,7,Biased Intellectual,Medium,M30022,x
151246220,Foreign Minister,Ivan Saric,1936,1964,1999,7,The Cloak N Dagger Schemer,High,M30030,x
151246221,Minister of Armament,Dido Kvaternik,1936,1964,1999,7,Infantry Proponent,Medium,M30033,x
151246222,Minister of Security,Vilko Pecnikar,1936,1964,1999,7,crooked kleptocrat,Medium,M30040,x
151246223,Head of Military Intelligence,Mladen Lorkovic,1936,1964,1999,7,Logistics Specialist,High,M30005,x
151246224,Head of Military Intelligence,Vilko Pecnikar,1936,1964,1999,6,Dismal Enigma,Medium,M30040,x
151246225,Chief of Staff,Fedor Dragojlov,1936,1964,1999,7,School of Mass Combat,High,M30048,x
151246226,Head of Government,Josef Bíly,1936,1964,1999,6,Old General,High,M100000053,x
151246227,Head of Government,Vavro Srobar,1936,1964,1999,6,Silent Workhorse,High,M31011,x
151246228,Head of State,S.K.u.K.M. Maria II von Romanov,1936,1964,1999,6,russian aristocrat,High,kaiserreich mariaII,x
151246229,Head of State,S.K.u.K.M. Maria II von Romanov,1936,1964,1999,8,russian aristocrat,High,kaiserreich mariaII,x
151246230,Head of State,S.K.u.K.M. Otto I von Habsburg,1936,1964,1999,6,young kaiser,High,kaiserreich ottoivh,x
151246231,Head of Government,Alexander Dubcek,1943,1964,1999,3,Ambitious Union Boss,High,M100000027,x
151246232,Minister of Armament,Ján Ursiny,1936,1964,1999,5,Resource Industrialist,High,M100000028,x
151246233,Head of Government,Jozef Lettrich,1936,1964,1999,5,Naive Optimist,High,M100000029,x
151246234,Foreign Minister,Emil Boleslav Lukac,1936,1964,1999,3,Biased Intellectual,High,M100000021,x
151246235,Head of Government,Zdenek Fierlinger,1936,1964,1999,3,Ambitious Union Boss,Very High,M24026,x
151246236,Foreign Minister,Antonín Kalina,1936,1964,1999,3,Great Compromiser,High,M100000013,x
151246237,Minister of Armament,Rudolf Bechyne,1936,1964,1999,3,Administrative Genius,High,M100000007,x
151246238,Foreign Minister,Arpád Szakasits,1936,1964,1999,3,Biased Intellectual,High,M21061,x
151246239,Minister of Armament,Reszö Kastner,1936,1964,1999,3,Administrative Genius,Medium,M21089,x
151246240,Minister of Security,Jozsef Revay,1936,1964,1999,3,Crime Fighter,Medium,M21107,x
151246241,Head of Military Intelligence,Károly Peyer,1936,1964,1999,3,Industrial Specialist,Medium,M21045,x
151246242,Chief of Army,Gabor Sziszkalatay,1936,1964,1999,3,Guns and Butter Doctrine,Medium,M21136,x
151246243,Chief of Air Force,Edgar Keksz,1936,1964,1999,3,Air Superiority Doctrine,Medium,M21073,x
151246244,Minister of Security,Vilko Begic,1936,1964,1999,3,Crime Fighter,Medium,M30004,x
151246245,Head of Government,Ivan Subasic,1936,1964,1999,3,Backroom Backstabber,High,M30012,x
151246246,Head of State,Otto Bauer,1936,1964,1999,1,Insignificant Layman,High,M23031,x
151246247,Head of Government,Willi Frank,1936,1964,1999,1,Happy Amateur,High,M23035,x
151246248,Foreign Minister,Alfred Klahr,1936,1964,1999,1,Ideological Crusader,High,M23033,x
151246249,Minister of Security,Mihaly Farkas,1936,1964,1999,0,Prince of Terror,Medium,M21110,x
151246250,Minister of Security,László Rajk,1936,1964,1999,0,Crime Fighter,Medium,M21035,x
151246251,Minister of Security,Mátyás Rákosi,1936,1964,1999,0,Crooked Kleptocrat,Very High,M21032,x
151246252,Head of Military Intelligence,Ernö Gerö,1936,1964,1999,0,Logistics Specialist,Medium,M21093,x
151246253,Head of Military Intelligence,László Rajk,1936,1964,1999,0,Political Specialist,Medium,M21035,x
151246254,Foreign Minister,Vladimir Clementis,1936,1964,1999,2,Great Compromiser,High,M24023,x
151246255,Head of State,Karol Smidke,1936,1964,1999,2,Pig-headed Isolationist,Very High,M100000030,x
151246256,Head of Military Intelligence,Eugen Pavol Bohus,1936,1964,1999,2,Logistics Specialist,Medium,M100000038,x
151246257,Foreign Minister,Gustaf Husak,1936,1964,1999,0,Ideological Crusader,Low,M31023,x
151246258,Head of State,Antonín Zápotocky,1936,1964,1999,1,Benevolent Gentleman,High,M100000000,x
151246259,Head of State,Klement Gottwald,1936,1964,1999,0,Barking Buffoon,High,M24021,x
151246260,Foreign Minister,Rudolf Slánský,1936,1964,1999,0,the cloak n dagger schemer,High,M24024,x
151246261,Chief of Air Force,Jan Prokop,1936,1964,1999,0,Vertical Envelopment Doctrine,High,M24030,x
151246262,Chief of Army,Ludvik Svoboda,1936,1964,1999,0,Static Defence Doctrine,High,M24027,x
151246263,Chief of Staff,Matta Zalka,1936,1964,1999,0,School of Psychology,Medium,M21037,x
151246264,Chief of Navy,Eric von Klopfenburg,1936,1964,1999,1,Open Seas Doctrine,High,M23039,x
151246265,Minister of Armament,Rudolf Margolius,1936,1964,1999,1,Theoretical Scientist,High,M100000018,x
151246266,Head of State,S.K.u.K.M. Otto I von Habsburg,1936,1964,1999,3,young kaiser,High,kaiserreich ottoivh,x
151246267,Minister of Armament,Ali Livadic,1936,1964,1999,2,Infantry Proponent,Medium,M546020,x
151246268,Minister of Armament,Nijaz Dudakovic,1936,1964,1999,2,Resource Industrialist,Medium,M546021,x
151246269,Minister of Security,Fehim Effendi Spaho,1936,1964,1999,2,Compassionate Gentleman,Medium,M546025,x
151246270,Foreign Minister,Ivo Ljujic,1936,1964,1999,2,Iron Fisted Brute,High,M546017,x
