U20,Ruling Cabinet - Start,Name,Start Year,End Year,Retirement Year,Ideology,Personality,Loyalty,Picturename,X
627102,Chief of Staff,Verners Tefpers,1936,1964,1999,6,School of Manoeuvre,Medium,M27017,x
627103,Chief of Staff,Janis Berzins,1936,1964,1999,1,School of Mass Combat,Medium,M27027,x
627104,Chief of Staff,Roberts Dambïtis,1938,1964,1999,1,School of Fire Support,Medium,M27070,x
627105,Chief of Staff,Izglitibas Tautas,1945,1964,1999,0,School of Mass Combat,Medium,M27030,x
627106,Chief of Staff,Arturs Sprogis,1946,1964,1999,0,School of Fire Support,High,M27106,x
627107,Chief of Army,Otto Hellmich,1941,1964,1999,9,Elastic Defence Doctrine,Medium,M27107,x
627109,Chief of Army,Fricis Celmins,1937,1964,1999,8,Elastic Defence Doctrine,Medium,M27016,x
627110,Chief of Army,Rudolfs Kociñs,1945,1964,1999,7,Elastic Defence Doctrine,Medium,M27101,x
627113,Chief of Army,Janis Berzins,1936,1964,1999,1,Decisive Battle Doctrine,Medium,M27027,x
627114,Chief of Army,Roberts Dambïtis,1938,1964,1999,1,Guns and Butter Doctrine,Medium,M27070,x
627115,Chief of Army,Arturs Sprogis,1945,1964,1999,0,Decisive Battle Doctrine,High,M27106,x
627116,Chief of Army,Roberts Osis,1946,1964,1999,0,Guns and Butter Doctrine,Medium,M27046,x
627117,Chief of Navy,Konstantins Cakste,1941,1964,1999,9,Base Control Doctrine,Medium,M27097,x
627120,Chief of Navy,Janis Andersons,1936,1964,1999,6,Base Control Doctrine,Low,M27033,x
627121,Chief of Navy,Augusts Kirchensteins,1936,1964,1999,1,Open Seas Doctrine,Medium,M27021,x
627122,Chief of Navy,Julijcs Lacis,1940,1964,1999,1,Indirect Approach Doctrine,Medium,M27029,x
627123,Chief of Navy,Teodors Zvejnieks,1945,1964,1999,0,Power Projection Doctrine,Low,M27075,x
627124,Chief of Air Force,Konstantins Cakste,1941,1964,1999,9,Army Aviation Doctrine,Medium,M27097,x
627127,Chief of Air Force,Rudolfs Bangerskis,1945,1964,1999,7,Army Aviation Doctrine,Low,M27008,x
627128,Chief of Air Force,Jucums Vacietis,1936,1964,1999,6,Air Superiority Doctrine,Medium,M27126,x
627129,Chief of Air Force,Edgars Andersons,1945,1964,1999,6,Vertical Envelopment Doctrine,Medium,M27014,x
627130,Chief of Air Force,Izglitibas Tautas,1936,1964,1999,1,Naval Aviation Doctrine,Medium,M27030,x
