U24,Ruling Cabinet - Start,Name,Start Year,End Year,Retirement Year,Ideology,Personality,Loyalty,Picturename,X
29557,Minister of Security,Kurt Schuschnigg,1936,1964,1999,8,Compassionate Gentleman,High,M23002,x
29558,Minister of Security,Constantin Dumba,1936,1964,1999,8,Man of the People,Medium,M23084,x
29559,Minister of Security,Arthur Seyss-Inquart,1936,1964,1999,9,Silent Lawyer,High,M23011,x
29560,Minister of Security,Hanns Rauter,1936,1964,1999,9,Man of the People,High,M23086,x
29561,Minister of Security,Edmund Glaise-Horstenau,1936,1964,1999,9,Prince of Terror,Medium,M23050,x
29562,Minister of Security,Robert Winterstein,1936,1964,1999,6,Crooked Kleptocrat,Medium,M23025,x
29563,Minister of Security,Karl Tuppy,1936,1964,1999,6,Efficient Sociopath,Low,M23077,x
29564,Minister of Security,Franz Sebek,1936,1964,1999,3,Compassionate Gentleman,High,M23036,x
29565,Minister of Security,Otto Bauer,1936,1964,1999,1,Back Stabber,Very Low,M23031,x
29566,Minister of Security,Willi Frank,1936,1964,1999,0,Crime Fighter,Medium,M23035,x
29567,Head of Military Intelligence,Constantin Dumba,1936,1964,1999,8,Naval Intelligence Specialist,Medium,M23084,x
29568,Head of Military Intelligence,Karl Eglseer,1936,1964,1999,8,Logistics Specialist,High,M23095,x
29569,Head of Military Intelligence,Wilhelm Wolff,1936,1964,1999,9,Technical Specialist,High,M23013,x
29570,Head of Military Intelligence,Alexander Löhr,1936,1964,1999,9,Dismal Enigma,Medium,M23010,x
29571,Head of Military Intelligence,Robert Winterstein,1936,1964,1999,6,Technical Specialist,High,M23025,x
29572,Head of Military Intelligence,Julius Raab,1936,1964,1999,6,Industrial Specialist,Medium,M23004,x
29573,Head of Military Intelligence,Franz Sebek,1936,1964,1999,3,Political Specialist,High,M23036,x
29574,Head of Military Intelligence,Richard Bernaschek,1936,1964,1999,0,Technical Specialist,High,M23038,x
29575,Chief of Staff,O. Meixner von Zweienstamm,1936,1964,1999,7,School of Defence,Medium,M23103,x
29576,Chief of Staff,Walter Ernst,1936,1964,1999,8,School of Defence,High,M23104,x
29577,Chief of Staff,Rudolf von Brudermann,1936,1964,1999,8,School of Manoeuvre,High,M23105,x
29578,Chief of Staff,Emil Hickmann,1936,1964,1999,9,School of Manoeuvre,High,M23017,x
29579,Chief of Staff,Alfred Hubicki,1936,1964,1999,9,School of Psychology,Medium,M23107,x
29580,Chief of Staff,Eugen Beyer,1936,1964,1999,9,School of Fire Support,Medium,M23018,x
29581,Chief of Staff,Wilhelm Zehner,1936,1964,1999,6,School of Mass Combat,High,M23008,x
29582,Chief of Staff,Adolf Schärf,1936,1964,1999,3,School of Fire Support,Medium,M23022,x
29583,Chief of Staff,Ferdinand Strasser,1936,1964,1999,1,School of Manoeuvre,High,M23037,x
29584,Chief of Army,Eric von Klopfenburg,1936,1964,1999,7,Static Defence Doctrine,High,M23039,x
29585,Chief of Army,O. Meixner von Zweienstamm,1936,1964,1999,8,Guns and Butter Doctrine,Medium,M23103,x
29586,Chief of Army,Eugen Beyer,1936,1964,1999,9,Elastic Defence Doctrine,High,M23018,x
29587,Chief of Army,Lothar Rendulic,1936,1964,1999,9,Armoured Spearhead Doctrine,Medium,M23118,x
29588,Chief of Army,Heinrich Gleissner,1936,1964,1999,6,Decisive Battle Doctrine,Very Low,M23028,x
29589,Chief of Army,Richard Bernaschek,1936,1964,1999,1,Static Defence Doctrine,Medium,M23038,x
29590,Chief of Navy,Ignaz Seipel,1936,1964,1999,8,Power Projection Doctrine,High,M23124,x
29591,Chief of Navy,Emil Hickmann,1936,1964,1999,9,Open Seas Doctrine,Low,M23017,x
29592,Chief of Navy,Robert Winterstein,1936,1964,1999,6,Indirect Approach Doctrine,Medium,M23025,x
29593,Chief of Navy,Eric von Klopfenburg,1936,1964,1999,1,Open Seas Doctrine,High,M23039,x
29594,Chief of Navy,Josef Teufl,1936,1964,1999,0,Base Control Doctrine,Medium,M23047,x
29595,Chief of Air Force,W. Ehrenburg von LEtitz,1936,1964,1999,7,Army Aviation Doctrine,High,M23082,x
29596,Chief of Air Force,Otto Schöbel,1936,1964,1999,8,Vertical Envelopment Doctrine,High,M23030,x
29597,Chief of Air Force,Josef BEckel,1936,1964,1999,9,Carpet Bombing Doctrine,High,M23042,x
29598,Chief of Air Force,Julius Yllam,1936,1964,1999,6,Air Superiority Doctrine,Low,M23040,x
29599,Chief of Air Force,Egon Berger-Waldenegg,1936,1964,1999,6,Carpet Bombing Doctrine,High,M23003,x
29600,Head of Military Intelligence,Kurt Schuschnigg,1936,1964,1999,8,Political Specialist,Undying,M23002,x
29601,Chief of Staff,Kurt Schuschnigg,1936,1964,1999,8,School of Fire Support,Undying,M23002,x
29602,Head of State,Alfred Hubicki,1936,1964,1999,9,Stern Imperialist,High,M23107,x
29603,Chief of Air Force,Artur Breycha-Vauthier,1936,1964,1999,1,Naval Aviation Doctrine,Low,M23136,x
29604,Foreign Minister,Alfred von Arbengau,1936,1964,1999,7,Biased Intellectual,Very High,kaiserreich AlfredRappaportvA,x
29605,Minister of Security,Michael Hainisch,1936,1964,1999,8,Compassionate Gentleman,Very High,kaiserreich hainisch,x
29606,Head of Military Intelligence,Alois Schönburg-Hartenstein,1936,1964,1999,8,Logistics Specialist,Very High,kaiserreich schonburghartenstein2,x
29607,Chief of Staff,Eugen von Habsburg-Lothringen ,1936,1964,1999,7,School of Fire Support,Very High,kaiserreich archdukeeugen,x
29608,Chief of Navy,Franz von Keil,1950,1964,1999,7,Indirect Approach Doctrine,Very High,none,x
29609,Chief of Air Force,Benno von Fernbrugg,1936,1964,1999,7,Army Aviation Doctrine,Very High,kaiserreich fernbrugg,x
29610,Chief of Army,Eduard von Böhm-Ermolli,1936,1964,1999,8,static defence doctrine,Very High,kaiserreich bohmermolli,x
29611,Chief of Staff,Eduard von Böhm-Ermolli,1936,1964,1999,8,School of Mass Combat,Very High,kaiserreich bohmermolli,x
29612,Head of Military Intelligence,Ernst Kaltenbrunner,1936,1964,1999,9,Logistics Specialist,High,M138,x
29613,Chief of Staff,Julius Ringel,1944,1964,1999,7,School of Manoeuvre,Medium,M169,x
29614,Chief of Army,Julius Ringel,1942,1964,1999,7,Guns and Butter Doctrine,Medium,M169,x
29615,Minister of Security,Arthur Seyss-Inquart,1943,1964,1999,9,Silent Lawyer,Very High,M58,x
29616,Foreign Minister,Arthur Seyss-Inquart,1945,1964,1999,9,Iron Fisted Brute,Very High,M58,x
29617,Head of State,Miklós Horthy de Nagybánya,1936,1964,1999,8,Resigned Generalissimo,High,M21001,x
29618,Head of Government,Gyula Gömbös de Jakfa,1936,1964,1999,8,Flamboyant Tough Guy,High,M21002,x
29619,Foreign Minister,Kálmán Kánya,1936,1964,1999,8,Great Compromiser,Medium,M21003,x
29620,Minister of Armament,Tihamér Fabinyi,1936,1964,1999,8,Military Entrepreneur,Medium,M21004,x
29621,Minister of Security,Miklós Kozma,1936,1964,1999,8,Prince of Terror,Medium,M21005,x
29622,Head of Military Intelligence,Gyula Gömbös de Jakfa,1936,1964,1999,8,Political Specialist,High,M21002,x
29623,Chief of Staff,Gustáv Henneyey,1936,1964,1999,8,School of Mass Combat,High,M21007,x
29624,Chief of Army,István Shvoy,1936,1964,1999,8,Decisive Battle Doctrine,Medium,M21008,x
29625,Chief of Navy,Miklós Horthy de Nagybánya,1936,1964,1999,8,Decisive Naval Battle Doctrine,Medium,M21001,x
29626,Chief of Air Force,László Tomor,1936,1964,1999,8,Air Superiority Doctrine,Medium,M21010,x
29627,Head of State,Ferenc Szálasi,1936,1964,1999,9,Powerhungry Demagogue,High,M21021,x
29628,Head of State,Miklós Horthy de Nagybánya,1936,1964,1999,9,Resigned Generalissimo,High,M21001,x
29629,Head of State,S.K.u.K.H. Otto I von Habsburg,1936,1964,1999,7,young kaiser,High,kaiserreich ottoivh,x
29630,Head of State,Károly Peyer,1936,1964,1999,3,Insignificant Layman,High,M21045,x
29631,Head of State,Zoltán Tildy,1936,1964,1999,6,Autocratic Charmer,High,M21011,x
29632,Head of State,Zoltán Tildy,1936,1964,1999,0,Autocratic Charmer,High,M21011,x
29633,Head of State,Béla Zsedényi,1936,1964,1999,0,Stern Imperialist,High,M21031,x
29634,Head of State,Lászó Rajk,1936,1964,1999,0,Autocratic Charmer,High,M21035,x
29635,Head of State,Mátyás Rákosi,1936,1964,1999,0,Powerhungry Demagogue,High,M21032,x
29636,Head of Government,Döme Sztójay,1936,1964,1999,9,Happy Amateur,High,M21051,x
29637,Head of Government,Jenö Rácz,1936,1964,1999,9,Political Protege,High,M21022,x
29638,Head of Government,K. Darányi de Pusztaszentgyörgyi,1936,1964,1999,8,Smiling Oilman,High,M21053,x
29639,Head of Government,Béla Imrédy de Omoravia,1936,1964,1999,8,Corporate Suit,High,M21024,x
29640,Head of Government,Pál Teleki de Szek,1936,1964,1999,8,Naive Optimist,High,M21055,x
29641,Head of Government,László Bárdossy,1936,1964,1999,8,Silent Workhorse,High,M21056,x
29642,Head of Government,M. Kállay de Nagy-Kalló,1936,1964,1999,8,Happy Amateur,High,M21057,x
29643,Head of Government,Géza Lakatos,1936,1964,1999,8,Old General,High,M21058,x
29644,Head of Government,Béla Miklós de Dalnók,1936,1964,1999,7,Corporate Suit,High,M21059,x
29645,Head of Government,Karoly Barthá von Dálnokfalva,1936,1964,1999,7,Old General,High,M21060,x
29646,Head of Government,Arpád Szakasits,1936,1964,1999,3,Happy Amateur,High,M21061,x
29647,Head of Government,Zoltán Tildy,1936,1964,1999,6,Silent Workhorse,High,M21011,x
29648,Head of Government,Ferenc Nagy,1936,1964,1999,6,Happy Amateur,High,M21012,x
29649,Head of Government,László Rajk,1936,1964,1999,0,Flamboyant Tough Guy,High,M21035,x
29650,Head of Government,Mátyas Rákosi,1936,1964,1999,0,Backroom Backstabber,High,M21032,x
29651,Foreign Minister,Döme Sztójay,1936,1964,1999,9,Ideological Crusader,Medium,M21051,x
29652,Foreign Minister,Gábor Kemény,1936,1964,1999,9,Great Compromiser,Medium,M21067,x
29653,Foreign Minister,Béla Imrédy de Omoravia,1936,1964,1999,8,Ideological Crusader,Medium,M21024,x
29654,Foreign Minister,István Csáky,1936,1964,1999,8,The Cloak N Dagger Schemer,Medium,M21070,x
29655,Foreign Minister,László Bárdossy,1936,1964,1999,8,Iron Fisted Brute,Medium,M21056,x
29656,Foreign Minister,Gustáv Henneyey,1936,1964,1999,8,General Staffer,High,M21007,x
29657,Foreign Minister,Edgar Keksz,1936,1964,1999,7,Iron Fisted Brute,Medium,M21073,x
29658,Foreign Minister,Endre Bajcsy-Zsilinszky,1936,1964,1999,7,General Staffer,Medium,M21074,x
29659,Foreign Minister,Arpád Szakasits,1936,1964,1999,3,Biased Intellectual,High,M21061,x
29660,Foreign Minister,Francois Deak,1936,1964,1999,6,Apologetic Clerk,Medium,M21076,x
29661,Foreign Minister,Ferenc Nagy,1936,1964,1999,6,Great Compromiser,High,M21012,x
29662,Foreign Minister,János Gyöngyösi,1936,1964,1999,6,Great Compromiser,Medium,M21013,x
29663,Foreign Minister,Erik Molnár,1936,1964,1999,0,Ideological Crusader,Medium,M21079,x
29664,Foreign Minister,Matta Zalka,1936,1964,1999,0,General Staffer,Medium,M21037,x
29665,Foreign Minister,László Rajk,1936,1964,1999,0,Iron Fisted Brute,Medium,M21035,x
29666,Minister of Armament,Jenö Rácz,1936,1964,1999,9,laissez-faire capitalist,Medium,M21022,x
29667,Minister of Armament,Bela Imrédy de Omoravia,1936,1964,1999,8,Infantry Proponent,Medium,M21024,x
29668,Minister of Armament,Lajos Reményi-Schneller,1936,1964,1999,8,Administrative Genius,Medium,M21084,x
29669,Minister of Armament,Laszlo Endre,1936,1964,1999,8,Strategic Air Proponent,Medium,M21085,x
29670,Minister of Armament,Imre Oltványi,1936,1964,1999,7,Administrative Genius,Medium,M21086,x
29671,Minister of Armament,Edgar Keksz,1936,1964,1999,7,Corrupt Kleptocrat,Medium,M21073,x
29672,Minister of Armament,Etienne de Winchkler,1936,1964,1999,7,Resource Industrialist,Medium,M21088,x
29673,Minister of Armament,Reszö Kastner,1936,1964,1999,3,Administrative Genius,Medium,M21089,x
29674,Minister of Armament,Albert Apponyi,1936,1964,1999,6,Strategic Air Proponent,Medium,M21090,x
29675,Minister of Armament,Miklos Olgyay,1936,1964,1999,6,Resource Industrialist,Medium,M21014,x
29676,Minister of Armament,Béla Zsedényi,1936,1964,1999,0,Infantry Proponent,High,M21031,x
29677,Minister of Armament,Ernö Gerö,1936,1964,1999,0,Resource Industrialist,Medium,M21093,x
29678,Minister of Armament,Zoltán Vas,1936,1964,1999,0,Military Entrepreneur,Medium,M21034,x
29679,Minister of Security,Andor Jaross,1936,1964,1999,9,Prince of Terror,Medium,M21025,x
29680,Minister of Security,Gábor Vajna,1936,1964,1999,9,Man of the People,Medium,M21096,x
29681,Minister of Security,K. Darányi de Pusztaszentgyörgyi,1936,1964,1999,8,Back Stabber,Medium,M21053,x
29682,Minister of Security,Pál Teleki de Szek,1936,1964,1999,8,Compassionate Gentleman,Low,M21055,x
29683,Minister of Security,Ferenc Keresztes-Fischer,1936,1964,1999,8,Silent Lawyer,High,M21100,x
29684,Minister of Security,M. Kállay de Nagy-Kalló,1936,1964,1999,8,Man of the People,Medium,M21057,x
29685,Minister of Security,Kalmán Szell,1936,1964,1999,8,Crime Fighter,Medium,M21103,x
29686,Minister of Security,Edgar Keksz,1936,1964,1999,7,Crooked Kleptocrat,Medium,M21073,x
29687,Minister of Security,Laszlo Baky,1936,1964,1999,7,Crime Fighter,Medium,M21105,x
29688,Minister of Security,Jozsef Revay,1936,1964,1999,3,Crime Fighter,Medium,M21107,x
29689,Minister of Security,József Széll,1936,1964,1999,6,Efficient Sociopath,Medium,M21108,x
29690,Minister of Security,Miklós Bonczos,1936,1964,1999,6,Silent Lawyer,Medium,M21109,x
29691,Minister of Security,Mihaly Farkas,1936,1964,1999,0,Prince of Terror,Medium,M21110,x
29692,Minister of Security,László Rajk,1936,1964,1999,0,Crime Fighter,Medium,M21035,x
29693,Minister of Security,Mátyás Rákosi,1936,1964,1999,0,Crooked Kleptocrat,Very High,M21032,x
29694,Minister of Security,Imre Nagy,1936,1964,1999,0,Back Stabber,Medium,M21113,x
29695,Minister of Security,Ferenc Erdei,1936,1964,1999,0,Compassionate Gentleman,Medium,M21114,x
29696,Head of Military Intelligence,Ferenc Rajniss,1936,1964,1999,9,Dismal Enigma,Medium,M21115,x
29697,Head of Military Intelligence,Andor Jaross,1936,1964,1999,9,Political Specialist,Medium,M21025,x
29698,Head of Military Intelligence,Rezsö Andorka,1936,1964,1999,8,Technical Specialist,Medium,M21117,x
29699,Head of Military Intelligence,Mihaly Ujvári,1936,1964,1999,8,Logistics Specialist,High,M21118,x
29700,Head of Military Intelligence,András Zákó,1936,1964,1999,8,Political Specialist,Medium,M21119,x
29701,Head of Military Intelligence,Kádár Gyula,1936,1964,1999,8,Dismal Enigma,Medium,M21120,x
29702,Head of Military Intelligence,Edgar Keksz,1936,1964,1999,7,Naval Intelligence Specialist,Medium,M21073,x
29703,Head of Military Intelligence,Ferenc Keresztes-Fischer,1936,1964,1999,7,Industrial Specialist,Medium,M21100,x
29704,Head of Military Intelligence,Károly Peyer,1936,1964,1999,3,Industrial Specialist,Low,M21045,x
29705,Head of Military Intelligence,Zoltán Tildy,1936,1964,1999,6,Dismal Enigma,Medium,M21011,x
29706,Head of Military Intelligence,József Széll,1936,1964,1999,6,Political Specialist,Medium,M21108,x
29707,Head of Military Intelligence,Ernö Gerö,1936,1964,1999,0,Logistics Specialist,Medium,M21093,x
29708,Head of Military Intelligence,László Rajk,1936,1964,1999,0,Political Specialist,Medium,M21035,x
29709,Chief of Staff,Lajos Csatay von Csatai,1936,1964,1999,9,School of Manoeuvre,Medium,M21128,x
29710,Chief of Staff,Károlyi Beregffy,1936,1964,1999,9,School of Manoeuvre,Medium,M21129,x
29711,Chief of Staff,Karoly Barthá von Dálnokfalva,1936,1964,1999,8,School of Psychology,Medium,M21060,x
29712,Chief of Staff,Vilmos Nagy,1936,1964,1999,8,School of Defence,Medium,M21132,x
29713,Chief of Staff,Sandór Szurmay,1936,1964,1999,8,School of Fire Support,Medium,M21133,x
29714,Chief of Staff,Vilmos Röder,1936,1964,1999,7,School of Fire Support,Medium,M21135,x
29715,Chief of Staff,János Vörös,1936,1964,1999,6,School of Manoeuvre,Medium,M21017,x
29716,Chief of Staff,Matta Zalka,1936,1964,1999,0,School of Psychology,Medium,M21037,x
29717,Chief of Army,Lajos Csatay von Csatai,1936,1964,1999,9,Armoured Spearhead Doctrine,Medium,M21128,x
29718,Chief of Army,Károlyi Beregffy,1936,1964,1999,9,Guns and Butter Doctrine,Medium,M21129,x
29719,Chief of Army,Henrik Werth,1936,1964,1999,8,Static Defence Doctrine,Medium,M21142,x
29720,Chief of Army,Edgar Keksz,1936,1964,1999,8,Guns and Butter Doctrine,Medium,M21073,x
29721,Chief of Army,Géza Lakatos,1936,1964,1999,8,Elastic Defence Doctrine,Low,M21058,x
29722,Chief of Army,Béla Miklós de Dalnók,1936,1964,1999,7,Static Defence Doctrine,Medium,M21059,x
29723,Chief of Army,Hugó Sónyi,1936,1964,1999,7,Decisive Battle Doctrine,Medium,M21146,x
29724,Chief of Army,Gabor Sziszkalatay,1936,1964,1999,3,Guns and Butter Doctrine,Medium,M21136,x
29725,Chief of Army,Ferenc Szombathelyi,1936,1964,1999,6,Static Defence Doctrine,High,M21148,x
29726,Chief of Army,János Vörös,1936,1964,1999,6,Elastic Defence Doctrine,Medium,M21017,x
29727,Chief of Army,Nikolaj Berzin,1936,1964,1999,0,Decisive Battle Doctrine,Medium,M21038,x
29728,Chief of Navy,Sandor Csia,1936,1964,1999,9,Base Control Doctrine,Medium,M21151,x
29729,Chief of Navy,Edgar Keksz,1936,1964,1999,7,Base Control Doctrine,Medium,M21073,x
29730,Chief of Navy,Otto I Habsburg,1936,1964,1999,7,Indirect Approach Doctrine,High,M21044,x
29731,Chief of Navy,Reszö Kastner,1936,1964,1999,3,Base Control Doctrine,High,M21089,x
29732,Chief of Navy,Francois Deak,1936,1964,1999,6,Power Projection Doctrine,High,M21076,x
29733,Chief of Navy,Kálmán Hardy,1936,1964,1999,0,Decisive Naval Battle Doctrine,Medium,M21039,x
29734,Chief of Air Force,Sandor Maguarosy,1936,1964,1999,9,Army Aviation Doctrine,Medium,M21030,x
29735,Chief of Air Force,Ferenc Szálasi,1936,1964,1999,9,Naval Aviation Doctrine,Medium,M21021,x
29736,Chief of Air Force,Ferenc Feketehalmy-Czeydner,1936,1964,1999,8,Army Aviation Doctrine,Medium,M21161,x
29737,Chief of Air Force,Györghyi De Brody,1936,1964,1999,8,Vertical Envelopment Doctrine,Medium,M21040,x
29738,Chief of Air Force,Kálmán Ternegg-Ratz,1936,1964,1999,7,Army Aviation Doctrine,Medium,M21163,x
29739,Chief of Air Force,Ferenc Keresztes-Fischer,1936,1964,1999,7,Air Superiority Doctrine,High,M21100,x
29740,Chief of Air Force,Edgar Keksz,1936,1964,1999,3,Air Superiority Doctrine,Medium,M21073,x
29741,Chief of Air Force,Béla Rákosi,1936,1964,1999,6,Vertical Envelopment Doctrine,Medium,M21020,x
29742,Chief of Air Force,Györghyi De Brody,1936,1964,1999,0,Air Superiority Doctrine,Medium,M21040,x
29743,Head of State,Miklós Horthy de Nagybánya,1936,1964,1999,6,Resigned Generalissimo,High,M21001,x
29744,Foreign Minister,Ferenc Szálasi,1936,1964,1999,9,Iron Fisted Brute,Medium,M21021,x
29745,Head of Military Intelligence,Sandor Csia,1936,1964,1999,9,Industrial Specialist,Medium,M21151,x
29746,Chief of Army,Ferenc Feketehalmy-Czeydner,1936,1964,1999,9,Elastic Defence Doctrine,Medium,M21161,x
29747,Head of State,Géza Lakatos,1936,1964,1999,7,Resigned Generalissimo,High,M21058,x
29748,Chief of Staff,Gabor Sziszkalatay,1936,1964,1999,0,School of Psychology,Medium,M21136,x
29749,Head of Government,Ferenc Keresztes-Fischer,1936,1964,1999,8,Happy Amateur,High,M21100,x
29750,Foreign Minister,Pál Teleki de Szek,1936,1964,1999,8,Great Compromiser,High,M21055,x
29751,Foreign Minister,Ferenc Keresztes-Fischer,1936,1964,1999,8,Apologetic Clerk,High,M21100,x
29752,Foreign Minister,M. Kállay de Nagy-Kalló,1936,1964,1999,8,General Staffer,High,M21057,x
29753,Foreign Minister,Jenö Ghyczy,1936,1964,1999,8,Apologetic Clerk,High,M21179,x
29754,Head of State,Oskar Kokoschka ,1936,1964,1999,9,Powerhungry Demagogue,High,kaiserreich OskarKokoschka ,x
29755,Head of Government,Oskar Kokoschka ,1936,1964,1999,9,Happy Amateur,High,kaiserreich OskarKokoschka ,x
29756,Chief of Staff,Oskar Kokoschka ,1936,1964,1999,9,School of Mass Combat,High,kaiserreich OskarKokoschka ,x
29757,Head of State,Felix zu Schwarzenberg,1936,1964,1999,7,Autocratic Charmer,High,kaiserreich fvschwarzenberg,x
29758,Minister of Armament,Felix zu Schwarzenberg,1936,1964,1999,7,laissez-faire capitalist,High,kaiserreich fvschwarzenberg,x
29759,Head of State,S.K.u.K.M. Maria II von Romanov,1936,1964,1999,6,russian aristocrat,High,kaiserreich mariaII,x
29760,Head of State,S.K.u.K.M. Maria II von Romanov,1936,1964,1999,8,russian aristocrat,High,kaiserreich mariaII,x
29761,Head of State,S.K.u.K.M. Otto I von Habsburg,1936,1964,1999,6,young kaiser,High,kaiserreich ottoivh,x
29762,Head of State,S.K.u.K.M. Karl I,1914,1934,1935,7,Die-hard Reformer,High,3515,X
29763,Head of Government,Heinrich Lammasch (A)/Wekerle Sándor (H),1914,1934,1935,8,Naive Optimist,Very High,lammasch_werk_u24,X
