U06,Ruling Cabinet - Start,Name,Start Year,End Year,Retirement Year,Ideology,Personality,Loyalty,Picturename,X
584023,Minister of Armament,Frederick Preston Cone,1941,1964,1999,6,Air to Sea Proponent,Medium,M573023,x
584024,Minister of Armament,Jim Nance McCord,1942,1964,1999,6,Military Entrepreneur,Medium,M573024,x
584025,Minister of Armament,Olin DeWitt Johnston,1943,1964,1999,6,Tank Proponent,Medium,M573025,x
584026,Minister of Armament,Albert B. Chandler,1945,1964,1999,6,Battle Fleet Proponent,Medium,M573026,x
584027,Minister of Armament,David Sholtz,1946,1964,1999,6,Submarine Proponent,Medium,M573027,x
584028,Minister of Security,Frank Murray Dixon,1938,1964,1999,6,Back Stabber,Medium,M573028,x
584029,Minister of Security,James H. Price,1939,1964,1999,6,Prince of Terror,Medium,M573029,x
584030,Minister of Security,Prentice Cooper,1941,1964,1999,6,Crime Fighter,Medium,M573030,x
584031,Minister of Security,Millard Fillmore Caldwell Jr.,1943,1964,1999,6,Man of the People,Medium,M573031,x
584032,Minister of Security,Lloyd Crow Stark,1943,1964,1999,6,Efficient Sociopath,Medium,M573032,x
584033,Minister of Security,Joseph Melville Broughton,1944,1964,1999,6,Compassionate Gentleman,Medium,M573033,x
584034,Minister of Security,Forrester C. Donnell,1945,1964,1999,6,Crooked Kleptocrat,Medium,M573034,x
584035,Head of Military Intelligence,Eurith Dickinson Rivers,1938,1964,1999,6,Political Specialist,Medium,M573035,x
584036,Head of Military Intelligence,Guy Brasfield Park,1940,1964,1999,6,Dismal Enigma,Medium,M573036,x
584037,Head of Military Intelligence,Gordon Weaver Browning,1942,1964,1999,6,Logistics Specialist,Medium,M573037,x
584038,Head of Military Intelligence,Benjamin Travis Laney,1944,1964,1999,6,Naval Intelligence Specialist,Medium,M573038,x
584039,Head of Military Intelligence,Homer M. Adkins,1945,1964,1999,6,Technical Specialist,Medium,M573039,x
584040,Chief of Staff,Dennis J. Murphree,1938,1964,1999,6,School of Psychology,Medium,M573040,x
584041,Chief of Staff,Roscoe Murray,1940,1964,1999,6,School of Fire Support,Medium,M573041,x
584042,Chief of Staff,William W. Austin,1944,1964,1999,6,School of Manoeuvre,Medium,M573042,x
584043,Chief of Army,John Polin,1940,1964,1999,6,Decisive Battle Doctrine,Medium,M573043,x
584044,Chief of Army,Fielding Lewis Wright,1941,1964,1999,6,Guns and Butter Doctrine,Medium,M573044,x
584045,Chief of Army,John J. Williams,1943,1964,1999,6,Armoured Spearhead Doctrine,Medium,M573045,x
584046,Chief of Navy,Harold Eisert,1940,1964,1999,6,Open Seas Doctrine,Medium,M573046,x
584047,Chief of Navy,Simeon Slavens Willis,1941,1964,1999,6,Base Control Doctrine,Medium,M573047,x
584048,Chief of Navy,Richard Powers,1942,1964,1999,6,Power Projection Doctrine,Medium,M573048,x
584049,Chief of Air Force,Philip Ardery,1940,1964,1999,6,Carpet Bombing Doctrine,Medium,M573049,x
584050,Chief of Air Force,Thomas Lowry Bailey,1941,1964,1999,6,Vertical Envelopment Doctrine,Medium,M573050,x
584051,Chief of Air Force,John Faulkenberry,1943,1964,1999,6,Air Superiority Doctrine,Medium,M573051,x
584052,Head of State,Hellen Keller,1936,1964,1999,3,Pig-headed Isolationist,Medium,Hellen_Keller,x
584053,Head of State,Harry. L. Mitchell,1936,1964,1999,3,Die-hard Reformer,Medium,Harry_L_Mitchell,x
584054,Head of State,John M Patterson,1958,1964,1999,8,Autocratic Charmer,Medium,John_M_Patterson,x
584055,Head of State,George Wallace,1960,1964,1999,8,Benevolent Gentleman,Medium,George_Wallace,x
584056,Head of State,William Joseph Simmons,1936,1964,1999,8,Powerhungry Demagogue,Medium,William_Joseph_Simmons,x
584057,Head of State,Theodore Bilbo,1936,1964,1999,8,Autocratic Charmer,Medium,Theodore_Bilbo,x
584058,Head of State,John C.B. Ehringhaus,1936,1964,1999,4,Popular Figurehead,Medium,John_CB_Ehringhaus,x
584059,Head of State,Carl Bailey,1936,1964,1999,5,Benevolent Gentleman,Medium,Carl_Bailey,x
584060,Head of State,Jim Folsom,1940,1964,1999,4,Popular Figurehead,Medium,Jim_Folson,x
584061,Head of State,George C. Perry,1940,1964,1999,5,Weary Stiffneck,Medium,George_C_Perry,x
584062,Head of State,Colgate Whitehead Darden; Jr.,1944,1964,1999,5,Resigned Generalissimo,Medium,Colgate_Whitehead_Darden_Jr,x
584063,Head of State,William Kerr Scott,1944,1964,1999,4,Die-hard Reformer,Medium,William_Kerr_Scott,x
584064,Head of State,Benjamin Travis Laney,1944,1964,1999,6,Weary Stiffneck,Medium,Benjamin_Travis_Laney,x
584065,Head of State,Strom Thurmond,1948,1964,1999,6,Resigned Generalissimo,Medium,Strom_Thurmond,x
584066,Head of State,Thomas Bahnson Stanley,1948,1964,1999,4,Benevolent Gentleman,Medium,Thomas_Bahnson_Stanley,x
584067,Head of State,Thomas L. Bailey,1948,1964,1999,5,Popular Figurehead,Medium,Thomas_L_Bailey,x
584068,Head of State,Samuel Marvin Griffin,1952,1964,1999,6,Benevolent Gentleman,Medium,Samuel_Marvin_Griffin,x
584069,Head of State,Herman Talmadge,1952,1964,1999,5,Autocratic Charmer,Medium,Herman_Talmadge,x
584070,Head of State,Sid McMath,1952,1964,1999,4,Die-hard Reformer,Medium,Sid_McMath,x
584071,Head of State,James Lindsay Almond Jr,1956,1964,1999,4,Die-hard Reformer,Medium,James_Lindsay_Almond_Jr,x
584072,Head of State,Hugh White,1956,1964,1999,6,Autocratic Charmer,Medium,Hugh_White,x
584073,Head of State,James Francis Byrnes,1956,1964,1999,5,Die-hard Reformer,Medium,James_Francis_Byrnes,x
584074,Head of State,Albertis Sydney Harrison Jr,1960,1964,1999,5,Die-hard Reformer,Medium,Albertis_Sydney_Harrison_Jr,x
584075,Head of State,Carl Edward Sanders,1960,1964,1999,4,Benevolent Gentleman,Medium,Carl_Edward_Sanders,x
584076,Head of State,Orval Faubus,1960,1964,1999,6,Ruthless Powermonger,Medium,Orval_Faubus,x
584077,Head of Government,Ross R. Barnett,1936,1964,1999,8,Old General,Medium,Ross_R_Barnett,x
584078,Head of Government,Harry L. Mitchell,1936,1964,1999,3,Ambitious Union Boss,Medium,Harry_L_Mitchell,x
584079,Head of Government,John Malcolm Patterson,1958,1964,1999,8,Happy Amateur,Medium,John_M_Patterson,x
584080,Head of Government,George Wallace,1960,1964,1999,8,Flamboyant Tough Guy,Medium,George_Wallace,x
584081,Head of Government,James H. Price,1940,1964,1999,5,Corporate Suit,Medium,kai_jmshprc,x
584082,Head of Government,Ellis Arnall,1940,1964,1999,4,Naive Optimist,Medium,Ellis_Arnall,x
584083,Head of Government,Estes Kefauver,1944,1964,1999,4,Backroom Backstabber,Medium,Estes_Kefauver,x
584084,Head of Government,William Munford Tuck,1944,1964,1999,5,Backroom Backstabber,Medium,William_Munford_Tuck,x
584085,Head of Government,John Cornelius Stennis,1944,1964,1999,6,Silent Workhorse,Medium,John_Cornelius_Stennis,x
584086,Head of Government,John Stewart Battle,1948,1964,1999,5,Happy Amateur,Medium,John_Battle,x
584087,Head of Government,Fielding Lewis Wright,1948,1964,1999,6,Old General,Medium,Fielding_Lewis_Wright,x
584088,Head of Government,Sid McMath,1948,1964,1999,4,Silent Workhorse,Medium,Sid_McMath,x
584089,Head of Government,John Jackson Sparkman,1952,1964,1999,6,Corporate Suit,Medium,John_Jackson_Sparkman,x
584090,Head of Government,Herman Talmadge,1952,1964,1999,5,Backroom Backstabber,Medium,Herman_Talmadge,x
584091,Head of Government,Luther H. Hodges,1952,1964,1999,4,Silent Workhorse,Medium,Luther_H_Hodges,x
584092,Head of Government,Terry Sanford,1956,1964,1999,4,Silent Workhorse,Medium,Terry_Sanford,x
584093,Head of Government,James P. Coleman,1956,1964,1999,5,Backroom Backstabber,Medium,James_P_Coleman,x
584094,Head of Government,Francis Adams Cherry,1956,1964,1999,6,Silent Workhorse,Medium,Francis_Adams_Cherry,x
584095,Head of Government,Samuel Ernest Vandiver; Jr,1960,1964,1999,5,Political Protege,Medium,Samuel_Ernest_Vandiver_Jr,x
584096,Head of Government,William Robert Anderson,1960,1964,1999,4,Old Admiral,Medium,William_Robert_Anderson,x
584097,Head of Government,George Wallace,1960,1964,1999,6,Flamboyant Tough Guy,Medium,George_Wallace,x
584098,Minister of Armament,Alvin C. York,1936,1964,1999,5,Military Entrepreneur,Medium,Alvin_C_York,x
584099,Minister of Armament,George Rappleyea,1936,1964,1999,5,Resource Industrialist,Medium,George_Rappleyea,x
584100,Minister of Armament,George L. Berry,1936,1964,1999,4,Resource Industrialist,Medium,George_L_Berry,x
584101,Minister of Armament,William Robert Anderson,1955,1964,1999,4,Submarine Proponent,Medium,William_Robert_Anderson,x
584102,Minister of Armament,Albert Gore; Sr,1936,1964,1999,5,Resource Industrialist,Medium,Albert_Gore_Sr,x
584103,Minister of Armament,John Jackson Sparkman,1936,1964,1999,6,laissez-faire capitalist,Medium,John_Jackson_Sparkman,x
584104,Minister of Armament,John Murdoch Harbert III,1955,1964,1999,6,Resource Industrialist,Medium,unknown,x
584105,Minister of Armament,William Pierce,1960,1964,1999,8,Theoretical Scientist,Medium,William_Pierce,x
584106,Minister of Armament,James T. Heflin,1936,1964,1999,8,Military Entrepreneur,Medium,James_T_Heflin,x
584107,Minister of Armament,Ross R. Barnett,1936,1964,1999,8,Corrupt Kleptocrat,Medium,Ross_R_Barnett,x
584108,Minister of Armament,Harry Flood Byrd; Sr,1936,1964,1999,6,laissez-faire capitalist,Medium,Harry_Flood_Byrd_Sr,x
584109,Minister of Armament,Covington Hall,1936,1964,1999,2,Resource Industrialist,Medium,unknown,x
584110,Minister of Armament,Louise Thaden,1936,1964,1999,5,Air Superiority Proponent,Medium,Louise_Thaden,x
584111,Minister of Armament,William T. Dillard,1960,1964,1999,5,laissez-faire capitalist,Medium,William_T_Dillard,x
584112,Minister of Security,Estes Kefauver,1936,1964,1999,5,Man of the People,Medium,Estes_Kefauver,x
584113,Minister of Security,Bull Connor,1936,1964,1999,8,Prince of Terror,Medium,Bull_Connor,x
584114,Minister of Security,Hattie Caraway,1936,1964,1999,5,Compassionate Gentleman,Medium,Hattie_Caraway,x
584115,Minister of Security,Tom Stewart,1936,1964,1999,6,Silent Lawyer,Medium,Tom_Stewart,x
584116,Minister of Security,David Bibb Graves,1936,1964,1999,8,Man of the People,Medium,M573018,x
584117,Minister of Security,Ross R. Barnett,1936,1964,1999,8,Silent Lawyer,Medium,Ross_R_Barnett,x
584118,Minister of Security,John Malcolm Patterson,1954,1964,1999,8,Crime Fighter,Medium,John_M_Patterson,x
584119,Minister of Security,John Malcolm Patterson,1954,1964,1999,6,Crime Fighter,Medium,John_M_Patterson,x
584120,Minister of Security,Hugo Black,1936,1964,1999,4,Compassionate Gentleman,Medium,M6205,x
584121,Minister of Security,John Malcolm Patterson,1936,1964,1999,8,Compassionate Gentleman,Medium,John_M_Patterson,x
584122,Minister of Security,George Wallace,1956,1964,1999,6,Prince of Terror,Medium,George_Wallace,x
584123,Minister of Security,George Wallace,1956,1964,1999,8,Man of the People,Medium,George_Wallace,x
584124,Minister of Security,William March,1936,1964,1999,2,Compassionate Gentleman,Medium,William_March,x
584125,Minister of Security,Hellen Keller,1936,1964,1999,2,Compassionate Gentleman,Medium,Hellen_Keller,x
584126,Minister of Security,Joseph Lister Hill,1936,1964,1999,6,Compassionate Gentleman,Medium,Joseph_Lister_Hill,x
584127,Minister of Security,Morris Dees,1960,1964,1999,2,Crime Fighter,Medium,Morris_Dees,x
584128,Minister of Security,Sid McMath,1946,1964,1999,4,Crime Fighter,Medium,Sid_McMath,x
584129,Minister of Security,Clay Fulks,1936,1964,1999,2,Crime Fighter,Medium,unknown,x
584130,Minister of Security,James Oliver Eastland,1948,1964,1999,6,Crime Fighter,Medium,James_Oliver_Eastland,x
584131,Head of Military Intelligence,Prentice Cooper,1936,1964,1999,5,Technical Specialist,Medium,M573030,x
584132,Head of Military Intelligence,Edward Boss Crump,1936,1964,1999,5,Political Specialist,Medium,Edward_Boss_Crump,x
584133,Head of Military Intelligence,Edward Alan Burkhalter,1956,1964,1999,5,Naval Intelligence Specialist,Medium,unknown,x
584134,Head of Military Intelligence,Luther Duncan,1936,1964,1999,4,Technical Specialist,Medium,Luther_Duncan,x
584135,Head of Military Intelligence,Melvin Thompson,1940,1964,1999,5,Technical Specialist,Medium,Melvin_Thompson,x
584136,Head of Military Intelligence,Harry Flood Byrd; Sr,1936,1964,1999,6,Political Specialist,Medium,Harry_Flood_Byrd_Sr,x
584137,Head of Military Intelligence,Agnes Cunningham,1936,1964,1999,2,Technical Specialist,Medium,Agnes_Cunningham,x
584138,Head of Military Intelligence,J. William Fulbright,1945,1964,1999,5,Political Specialist,Medium,J_William_Fulbright,x
584139,Head of Military Intelligence,Stetson Kennedy,1945,1964,1999,2,Political Specialist,Medium,Stetson_Kennedy,x
584140,Chief of Army,Sid McMath,1946,1964,1999,4,Guns and Butter Doctrine,Medium,Sid_McMath,x
584141,Chief of Navy,William Robert Anderson,1956,1964,1999,4,Indirect Approach Doctrine,Medium,William_Robert_Anderson,x
584142,Chief of Navy,George Rappleyea,1940,1964,1999,5,Base Control Doctrine,Medium,George_Rappleyea,x
584143,Chief of Navy,Thomas H. Moorer,1960,1964,1999,5,Open Seas Doctrine,Medium,Thomas_H_Moorer,x
584144,Chief of Navy,Sid McMath,1946,1964,1999,4,Base Control Doctrine,Medium,Sid_McMath,x
584145,Chief of Air Force,Thomas H. Moorer,1950,1964,1999,5,Naval Aviation Doctrine,Medium,Thomas_H_Moorer,x
584146,Foreign Minister,Alvin C. York,1936,1964,1999,5,General Staffer,Medium,Alvin_C_York,x
584147,Foreign Minister,Kenneth Douglas McKellar,1936,1964,1999,6,Great Compromiser,Medium,Kenneth_Douglas_McKellar,x
584148,Foreign Minister,Asa Carter,1952,1964,1999,8,Ideological Crusader,Medium,Asa_Carter,x
584149,Foreign Minister,Asa Carter,1952,1964,1999,6,Ideological Crusader,Medium,Asa_Carter,x
584150,Foreign Minister,Charles Douville Coburn,1950,1964,1999,6,Ideological Crusader,Medium,Charles_Douville_Coburn,x
584151,Foreign Minister,Kate Richards O'Hare,1936,1964,1999,2,Ideological Crusader,Medium,Kate_Richards_OHare,x
584152,Foreign Minister,Lee Hays,1936,1964,1999,2,Great Compromiser,Medium,Lee_Hays,x
584153,Foreign Minister,Stetson Kennedy,1936,1964,1999,2,the cloak n dagger schemer,Medium,Stetson_Kennedy,x
584154,Chief of Air Force,Bruce K. Holloway,1948,1964,1999,3,Carpet Bombing Doctrine,Medium,Holloway,x
584155,Minister of Armament,James L. Holloway III,1948,1964,1999,3,Air to Sea Proponent,Medium,Holloway_III,x
584156,Head of Military Intelligence,James L. Holloway III,1948,1964,1999,3,Technical Specialist,Medium,Holloway_III,x
584157,Chief of Navy,James L. Holloway III,1948,1964,1999,3,Power Projection Doctrine,Medium,Holloway_III,x
584158,Chief of Air Force,James L. Holloway III,1936,1964,1999,3,Naval Aviation Doctrine,Medium,Holloway_III,x
584159,Minister of Security,John Elliot Rankin,1936,1964,1999,7,Compassionate Gentleman,Medium,John_Elliot_Rankin,x
