U01,Ruling Cabinet - Start,Name,Start Year,End Year,Retirement Year,Ideology,Personality,Loyalty,Picturename,X
41063,Minister of Security,Mario Cassinoni,1943,1964,1999,5,Silent Lawyer,Medium,M41063,x
41064,Minister of Security,Juan Carlos Blanco,1943,1964,1999,3,Compassionate Gentleman,Medium,M41064,x
41065,Minister of Security,Alberto Dominguez Campora,1944,1964,1999,4,Prince of Terror,Medium,M41065,x
41066,Minister of Security,Andres Pacheco,1947,1964,1999,4,Efficient Sociopath,Medium,M41066,x
41067,Minister of Security,Jose Pedro Varela,1947,1964,1999,3,Crime Fighter,Medium,M41067,x
41068,Head of Military Intelligence,Antonio de Lara Rivas,1936,1964,1999,7,Industrial Specialist,Medium,M41068,x
41069,Head of Military Intelligence,Julio T. Fernandéz,1937,1964,1999,6,Technical Specialist,Medium,M41069,x
41070,Head of Military Intelligence,Enrique Moutisch,1938,1964,1999,6,Industrial Specialist,Medium,M41070,x
41071,Head of Military Intelligence,Enrique Isoba Álvarez,1938,1964,1999,3,Technical Specialist,Medium,M41026,x
41072,Head of Military Intelligence,Julio Escalona Vasquez,1943,1964,1999,5,Dismal Enigma,Medium,M41072,x
41073,Head of Military Intelligence,Hippolito Gallinal,1943,1964,1999,3,Logistics Specialist,Medium,M41073,x
41074,Head of Military Intelligence,Andres Trueba,1942,1964,1999,4,Technical Specialist,Medium,M41074,x
41075,Head of Military Intelligence,James McFarlane Rubio,1947,1964,1999,2,Industrial Specialist,Medium,M41075,x
41077,Chief of Staff,Cantido Quintio Reyes,1938,1964,1999,3,School of Defence,Medium,M41077,x
41078,Chief of Staff,Juan Franki Franque,1943,1964,1999,5,School of Manoeuvre,Medium,M41078,x
41079,Chief of Staff,Julio Cesar Vadora,1947,1964,1999,4,School of Psychology,Medium,M41027,x
41081,Chief of Army,Enrico Amancias Rodriguez,1938,1964,1999,6,Elastic Defence Doctrine,Medium,M41081,x
41082,Chief of Army,Cantido Quintio Reyes,1938,1964,1999,3,Static Defence Doctrine,Medium,M41077,x
41083,Chief of Army,Hector Lopez Camara,1943,1964,1999,5,Guns and Butter Doctrine,Medium,M41083,x
41085,Chief of Army,Eleazar Díaz Caminate,1947,1964,1999,4,Decisive Battle Doctrine,Medium,M41085,x
41088,Chief of Navy,Rafael Marques Ayala,1938,1964,1999,3,Base Control Doctrine,Medium,M41029,x
41089,Chief of Navy,Francisco Suaréz Villablanco,1943,1964,1999,5,Open Seas Doctrine,Medium,M41089,x
41090,Chief of Navy,Carlos Neves Ochoa,1943,1964,1999,3,Indirect Approach Doctrine,Medium,M41059,x
41091,Chief of Navy,A. Martín de la Flores,1947,1964,1999,4,Power Projection Doctrine,Medium,M41091,x
41092,Chief of Navy,Claudio Vio Valdéz,1947,1964,1999,3,Open Seas Doctrine,Medium,M41092,x
41093,Chief of Air Force,Valentín Gomez,1938,1964,1999,6,Carpet Bombing Doctrine,Medium,M41051,x
41094,Chief of Air Force,Alvaro Ledon Gutierrez,1938,1964,1999,3,Air Superiority Doctrine,Medium,M41030,x
41095,Chief of Air Force,Olindo Ojeto Varela,1943,1964,1999,5,Army Aviation Doctrine,Medium,M41095,x
41096,Chief of Air Force,Ernesto Sanchez Elizondo,1943,1964,1999,3,Army Aviation Doctrine,Medium,M41057,x
41097,Chief of Air Force,A. Martín de la Flores,1947,1964,1999,4,Naval Aviation Doctrine,Medium,M41091,x
41098,Chief of Air Force,Manuel Redondo Galván,1947,1964,1999,2,Vertical Envelopment Doctrine,Medium,M41098,x
41011,Head of State,Abelardo Martínez,1936,1964,1999,8,Stern Imperialist,High,M41011,x
41012,Head of Government,Abelardo Martínez,1936,1964,1999,8,Old Admiral,High,M41011,x
41013,Foreign Minister,Luís Santiago Reguera,1936,1964,1999,8,The Cloak N Dagger Schemer,Medium,M41013,x
41014,Minister of Armament,Abelardo Díaz Alvarez,1936,1964,1999,8,Infantry Proponent,Medium,M41014,x
41015,Minister of Security,Roberto Acosta Díez,1936,1964,1999,8,Crime Fighter,Medium,M41015,x
41016,Head of Military Intelligence,Lui Soro Contioni,1936,1964,1999,8,Industrial Specialist,Medium,M41016,x
41017,Chief of Staff,Teo Bucardí Ramos,1936,1964,1999,8,School of Manoeuvre,Medium,M41017,x
41018,Chief of Army,Teo Bucardí Ramos,1936,1964,1999,8,Elastic Defence Doctrine,Medium,M41017,x
41019,Chief of Navy,Hector Bonilla Gomez,1936,1964,1999,8,Base Control Doctrine,Medium,M41019,x
41020,Chief of Air Force,Francisco Castilla Paredes,1936,1964,1999,8,Army Aviation Doctrine,Medium,M41020,x
41021,Head of State,Emilio Frugoni,1936,1964,1999,2,Autocratic Charmer,High,M41021,x
41022,Head of Government,Emilio Frugoni,1936,1964,1999,2,Ambitious Union Boss,High,M41021,x
41023,Foreign Minister,Calixto Aroyo Tabaorda,1936,1964,1999,1,Great Compromiser,Medium,M41023,x
41024,Minister of Armament,Ramón Menendez Súris,1936,1964,1999,1,Infantry Proponent,Medium,M41024,x
41025,Minister of Security,Jesús Menendez Súris,1936,1964,1999,2,Back Stabber,Medium,M41025,x
41099,Head of State,Andres Trueba,1942,1964,1999,4,Pig-headed Isolationist,Medium,M41074,x
41100,Head of State,Luis Giannattasio Finocchetti,1936,1964,1999,6,Weary Stiffneck,High,URU_luis_giannattasio,x
41101,Head of Government,Luis Giannattasio Finocchetti,1936,1964,1999,6,Silent Workhorse,High,URU_luis_giannattasio,x
41102,Head of Government,Andres Trueba,1942,1964,1999,4,Flamboyant Tough Guy,Medium,M41074,x
41103,Head of State,Daniel Fernández Crespo,1946,1964,1999,6,Benevolent Gentleman,Low,URU_daniel_fernandez_crespo,x
41104,Head of Government,Daniel Fernández Crespo,1946,1964,1999,6,Naive Optimist,Low,URU_daniel_fernandez_crespo,x
41105,Head of State,Arturo Lezama Bagez,1946,1964,1999,4,Insignificant Layman,Low,unknown,x
41106,Head of Government,Arturo Lezama Bagez,1946,1964,1999,4,Happy Amateur,Low,unknown,x
41107,Head of State,Benito Nardone Cetrulo,1946,1964,1999,6,Barking Buffoon,Low,URU_benito_nardone_cetrulo,x
41108,Head of Government,Benito Nardone Cetrulo,1946,1964,1999,6,Corporate Suit,Low,URU_benito_nardone_cetrulo,x
41109,Head of State,Alberto Fermín Zubiría,1946,1964,1999,5,Pig-headed Isolationist,Low,unknown,x
41110,Head of Government,Alberto Fermín Zubiría,1946,1964,1999,5,Silent Workhorse,Low,unknown,x
41111,Head of State,Martín Recaredo Echegoyen,1946,1964,1999,6,Autocratic Charmer,Low,URU_martin_recaredo_echegoyen,x
41112,Head of Government,Martín Recaredo Echegoyen,1946,1964,1999,6,Naive Optimist,Low,URU_martin_recaredo_echegoyen,x
