U08,Ruling Cabinet - Start,Name,Ideology,Personality,Picturename
551664,Minister of Armament,André Marie,5,Air Superiority Proponent,M2041
551693,Minister of Security,André Marie,5,Prince of Terror,M2041
551769,Head of Government,Antoine Pinay,5,Silent Workhorse,M2220
551738,Chief of Navy,César Campinchi,5,Indirect Approach Doctrine,M2173
551713,Head of Military Intelligence,Charles Luizet,5,Technical Specialist,M2134
551662,Minister of Armament,Edouard Herriot,5,laissez-faire capitalist,M2042
551637,Foreign Minister,George Bidault,5,General Staffer,M2039
551621,Head of Government,Georges Bidault,5,Old General,M2039
551777,Minister of Armament,Georges Bidault,5,Infantry Proponent,M2039
551754,Foreign Minister,Maurice Dejean,5,Great Compromiser,M2202
551773,Minister of Armament,Pierre-Henri Teitgen,5,laissez-faire capitalist,M2224
551755,Foreign Minister,René Pleven,5,Biased Intellectual,M2090
551767,Head of Government,René Pleven,5,Political Protege,M2090
551670,Minister of Armament,René Pleven,5,Resource Industrialist,M2090
551772,Foreign Minister,Robert Schumann,5,Biased Intellectual,M2088
551766,Head of Government,Robert Schumann,5,Corporate Suit,M2088
551668,Minister of Armament,Robert Schumann,5,Administrative Genius,M2088
551695,Minister of Security,Robert Schumann,5,Crime Fighter,M2088
551756,Chief of Army,Alphonse Georges,6,Static Defence Doctrine,L24082
551716,Head of Military Intelligence,André Boulloche,6,Dismal Enigma,M2137
551714,Head of Military Intelligence,André de Wawrin-Passy,6,Logistics Specialist,M2135
551696,Minister of Security,André Le Troquer,6,Compassionate Gentleman,M2072
551623,Head of Government,André Marie,6,Happy Amateur,M2041
551639,Foreign Minister,Antoine Henri Queuille,6,Iron Fisted Brute,M2043
551625,Head of Government,Antoine Henri Queuille,6,Corporate Suit,M2043
551665,Minister of Armament,Antoine Henri Queuille,6,Air to Ground Proponent,M2043
551778,Minister of Security,Antoine Henri Queuille,6,Back Stabber,M2043
551694,Minister of Security,Camille Chautemps,6,Man of the People,M2036
551669,Minister of Armament,Edmond Michelet,6,laissez-faire capitalist,M2089
551624,Head of Government,Edouard Herriot,6,Naive Optimist,M2042
551740,Chief of Navy,Etienne Schlumberger,6,Decisive Naval Battle Doctrine,M2174
551691,Minister of Security,Gaston Alexandre Clauzel,6,Man of the People,M2111
551711,Head of Military Intelligence,Jacques Brunschwig,6,Naval Intelligence Specialist,M2132
551732,Chief of Army,Jean Bertin-Boussus,6,Elastic Defence Doctrine,M2164
551659,Minister of Armament,Jean Fabry,6,Resource Industrialist,M2079
551730,Chief of Army,Jean-Marie Lattre de Tassigny,6,Armoured Spearhead Doctrine,M2047
551722,Chief of Staff,Jean-Marie Lattre de Tassigny,6,School of Mass Combat,M2047
551629,Head of Government,Jean-Marie Lattre de Tassigny,6,Old General,M2047
551771,Head of Government,Joseph Laniel,6,Flamboyant Tough Guy,M2222
551660,Minister of Armament,Joseph Louis Avenol,6,Battle Fleet Proponent,M2080
551690,Minister of Security,Joseph Paganon,6,Silent Lawyer,M2006
551667,Minister of Armament,Jules Romains,6,Submarine Proponent,M2087
551784,Head of Military Intelligence,Leon Martinaud-Deplat,6,Political Specialist,M2230
551780,Minister of Security,Leon Martinaud-Deplat,6,Compassionate Gentleman,M2230
551666,Minister of Armament,Louis Armand,6,Tank Proponent,M2086
551661,Minister of Armament,Marie Emile Fayolle,6,Infantry Proponent,M2081
551764,Minister of Armament,Marie-Pierre Koenig,6,Military Entrepreneur,L24107
551749,Chief of Air Force,Martial Valín,6,Air Superiority Doctrine,M2185
551663,Minister of Armament,Paul Marchandeau,6,Administrative Genius,M2083
551785,Head of Military Intelligence,Paul Ribeyre,6,Naval Intelligence Specialist,M2235
551727,Chief of Staff,Pierre Bourges-Maunory,6,School of Psychology,M2152
551641,Foreign Minister,Pierre Henri Watier,6,Biased Intellectual,M2060
551638,Foreign Minister,Pierre Laval,6,Great Compromiser,M2040
551622,Head of Government,Pierre Laval,6,Flamboyant Tough Guy,M2040
551726,Chief of Staff,Pierre-Armand Billotte,6,School of Fire Support,M2151
551750,Chief of Air Force,Raymond Roques,6,Carpet Bombing Doctrine,M2194
551640,Foreign Minister,René Charron,6,Apologetic Clerk,M2059
551642,Foreign Minister,René Lucien Massigli,6,The Cloak N Dagger Schemer,M2061
551710,Head of Military Intelligence,René Nicolau,6,Dismal Enigma,M2112
551692,Minister of Security,René Nicolau,6,Compassionate Gentleman,M2112
551781,Head of Military Intelligence,Robert Lecourt,6,Industrial Specialist,M2231
551748,Chief of Air Force,Robert Rossi,6,Army Aviation Doctrine,M2191
551715,Head of Military Intelligence,Roger Lantenois,6,Industrial Specialist,M2136
551792,Head of Government,Zinovy Peshkov,6,Old General,kai_Zinovipechkoff
551763,Foreign Minister,Charles-Emmanuel Mast,7,General Staffer,L24224
551702,Minister of Security,Eugene Dunoyer de Segonzac,7,Compassionate Gentleman,M2122
551677,Minister of Armament,Jacques de Guillebon,7,Resource Industrialist,M2097
551647,Foreign Minister,Maurice Bourges-Maunoroy,7,General Staffer,M2066
551721,Head of Military Intelligence,Paul Repiton-Preneuf,7,Logistics Specialist,M2142
551789,Head of Military Intelligence,Pierre Laval,7,Political Specialist,M57011
551788,Minister of Security,Pierre Laval,7,Prince of Terror,M57011
551743,Chief of Navy,Pierre Richard,7,Decisive Naval Battle Doctrine,M2181
551793,Head of Government,Zinovy Peshkov,7,Old General,kai_Zinovipechkoff
