U33,Ruling Cabinet - Start,Name,Ideology,Personality,Picturename
755019,Head of Government,Adolfo Konder,6,Happy Amateur,U33_adolfo_konder
755037,Foreign Minister,Affonso Alves de Camargo,6,Great Compromiser,U33_afonso_camargo
755022,Head of Government,Affonso Alves de Camargo,6,Silent Workhorse,U33_afonso_camargo
755051,Minister of Armament,Affonso Alves de Camargo,6,Military Entrepreneur,U33_afonso_camargo
755024,Head of Government,Antonio Augusto de Carvalho Chaves,6,Naive Optimist,U33_antonio_augusto_de_carvalho_chaves
755084,Chief of Army,Antônio Vicente Bulcão Viana,6,Armoured Spearhead Doctrine,U33_antonio_vicente_bulcao_viana
755089,Chief of Navy,Antônio Vicente Bulcão Viana,6,Base Control Doctrine,U33_antonio_vicente_bulcao_viana
755077,Chief of Staff,Antônio Vicente Bulcão Viana,6,School of Mass Combat,U33_antonio_vicente_bulcao_viana
755036,Foreign Minister,Aristiliano Ramos,6,iron fisted brute,U33_aristiliano_ramos
755021,Head of Government,Aristiliano Ramos,6,Naive Optimist,U33_aristiliano_ramos
755050,Minister of Armament,Aristiliano Ramos,6,Military Entrepreneur,U33_aristiliano_ramos
755023,Head of Government,Caetano Munhoz da Rocha,6,Silent Workhorse,U33_caetano_munhoz_da_rocha
755085,Chief of Army,Dagoberto Dulcídio Pereira,6,Static Defence Doctrine,U33_dagoberto_dulcidio_pereira
755076,Chief of Staff,Dagoberto Dulcídio Pereira,6,School of Fire Support,U33_dagoberto_dulcidio_pereira
755025,Head of Government,Dagoberto Dulcídio Pereira,6,Old General,U33_dagoberto_dulcidio_pereira
755066,Head of Military Intelligence,Dagoberto Dulcídio Pereira,6,Dismal Enigma,U33_dagoberto_dulcidio_pereira
755060,Minister of Security,Dagoberto Dulcídio Pereira,6,Prince of Terror,U33_dagoberto_dulcidio_pereira
755086,Chief of Army,Fernando Setembrino de Carvalho,6,Elastic Defence Doctrine,U33_fernando_setembrino_de_carvalho
755075,Chief of Staff,Fernando Setembrino de Carvalho,6,School of Manoeuvre,U33_fernando_setembrino_de_carvalho
755035,Foreign Minister,Fúlvio Aducci,6,iron fisted brute,U33_fulvio_aducci
755065,Head of Military Intelligence,João Soares,6,Industrial Specialist,U33_joao_soares
755059,Minister of Security,João Soares,6,Silent Lawyer,U33_joao_soares
755020,Head of Government,Walter Peracchi Barcelos,6,Flamboyant Tough Guy,U33_walter_peracchi_barcelos
755074,Chief of Staff,Ayrton Playsand,7,School of Defence,U33_ayrton_plaisant
755064,Head of Military Intelligence,Ayrton Playsand,7,Logistics Specialist,U33_ayrton_plaisant
755049,Minister of Armament,Ayrton Playsand,7,Infantry Proponent,U33_ayrton_plaisant
755058,Minister of Security,Ayrton Playsand,7,Man of the People,U33_ayrton_plaisant
755033,Foreign Minister,Irineu Bornhausen,7,Ideological Crusader,U33_irineu_bornhausen
755017,Head of Government,Irineu Bornhausen,7,Backroom Backstabber,U33_irineu_bornhausen
755047,Minister of Armament,Irineu Bornhausen,7,Corrupt Kleptocrat,U33_irineu_bornhausen
755082,Chief of Army,Mário Alves Monteiro Tourinho,7,Static Defence Doctrine,U33_mario_alves_monteiro_tourinho
755072,Chief of Staff,Mário Alves Monteiro Tourinho,7,School of Fire Support,U33_mario_alves_monteiro_tourinho
755034,Foreign Minister,Mário Alves Monteiro Tourinho,7,Apologetic Clerk,U33_mario_alves_monteiro_tourinho
755083,Chief of Army,Mário Gomes da Silva,7,Decisive Battle Doctrine,U33_mario_gomes_da_silva
755073,Chief of Staff,Mário Gomes da Silva,7,School of Psychology,U33_mario_gomes_da_silva
755032,Foreign Minister,Mário Gomes da Silva,7,Biased Intellectual,U33_mario_gomes_da_silva
755018,Head of Government,Mário Gomes da Silva,7,Old General,U33_mario_gomes_da_silva
755048,Minister of Armament,Mário Gomes da Silva,7,Infantry Proponent,U33_mario_gomes_da_silva
755016,Head of Government,Ramiro Noronha,7,Old General,unknown
755081,Chief of Army,Felippe de Sousa Miranda,8,Elastic Defence Doctrine,U33_felipe_souza_miranda
755071,Chief of Staff,Felippe de Sousa Miranda,8,School of Manoeuvre,U33_felipe_souza_miranda
755091,Chief of Air Force,Márcio de Sousa Melo,8,Air Superiority Doctrine,U33_marcio_melo
755070,Chief of Staff,Márcio de Sousa Melo,8,School of Mass Combat,U33_marcio_melo
